Long Exact Matches:
   Start1     Start2    Length
   430764     963292        73
  1941886    3211450        37
   970760    1277674        55
   865828    1223028        38
  1813242    3091578        54
  1712600    3191894       108
   645148    1942908        54
  1741258    3243026        74
  1081780    1585014        39
  1081780    1655122        36
  1324990    3250918        36
   655410    1125244        37
  1881656    3256168        56
   313334    1881656        55
  1798088    3005760        72
  1372288    1585814        75
   381058    1270146        36
   384366    1885612        36
   314350    3264748        36
   945096    2614566        36
  1746294    1981608        54
  1476734    1981608        36
   404578    1733120       900
   916056    1157060        54
  1379438    2586820        58
   373298    1937422       162
   367442    3167718       127
   367442    1750270       127
  1058132    2618902        36
   617604    1918688       144
   617604    1077162        36
   648656    3215296        36
   379502    1909490       180
  2110828    3161352       147
   965680    2110828        55
  1138330    3173184        91
  2585066    2613902       361
  1269352    3024818        38
  2439598    2493392       746
  2552652    2963800       271
  1917466    2963800        37
   382370    2552652        37
   382370    1917466        37
   345012    1911172       181
   583098    3217704       235
  1268386    1876008        39
   651358    1268386        37
   650776    1290706        36
  1815194    2273862        59
   424744    1175480        72
   567606     623062        40
    30210    2651054       126
  2596012    2598268       145
  1722656    2598268        36
   820198    1624306        91
  1492642    1624306        36
   900154    1165028        37
  1165028    2174052        36
   513608    3089968        73
   308356     650678        55
   762652    1137586        90
   788148    3201732        36
  1379268    3135272        56
  1163512    1587998        36
   461594    3140622        36
   498684    2289774       108
   455308    1757600        36
  1256518    2089682        54
  2089682    2739556        36
  2089682    2429972        36
   945806    2089682        36
  1882896    2370674        36
  1544668    2370674        36
  2312502    3060796        54
  2391090    2988422        36
   190160    2156378        36
    46704     356748        54
   311086    2603998       144
  2285176    2603998        56
  2620098    3149100       127
  2444232    2686624       114
  1218030    2646024        38
  1268234    2270248        91
   901700    1050660        54
  1574518    2378996        41
   938588    1149140        37
  1353436    3072982        36
   544926    3072982        36
   995218    1789290        55
   307218     663662        36
   365940    3222270        36
   875822    1229830       163
  2238242    3180242        90
   351738    2238242        36
   977594    1201026        54
   479284    1865800        36
   922726    2706620        36
  2446192    2653654        76
   917806     990926        72
   415370    2592316        54
  2446614    2592316        38
  1633266    2950782        90
  1101454    3230830        36
  1101454    1845566        36
   777680    2210976       254
   246822     777680        54
  1831624    2041170        90
    70390    2041170        90
  1134120    2041170        36
   748192    2926452        54
  1697830    3036376       180
   623970    1393674        91
  1394204    1892212        72
   952482    1394204        54
   388936    1944822       216
   827954    3257066        37
  1622030    3160660        36
  1194342    1653576        54
   848576    1683620       324
  1903466    2153238       108
  1242464    1903466        54
  1944580    3258798        37
  1994594    2548306        36
   650106    1971792        72
  1971792    2924304        36
  1649556    2536296        36
   546634    2536296        36
  1806488    2611366       144
   585174    1806488        90
   466838    2424330        36
   527626    2990120       126
  1999344    2930382        36
   802836    1147268        54
   951432    1166264        55
  1934644    3261454       217
   943382    3055062        72
   943382    1886034        72
  2459606    3055062        54
  1886034    2459606        54
   541076    3168634        54
  2614932    3262466        94
   996924    3263648        37
   649838     996924        36
   327120     826526        72
   507348    1654322       144
   507348    1037274        72
   482368    3004258        55
     4778    2625730       108
  1938762    2625730        93
   476286    1847018       184
   596777    2988081       238
   450621    1776583       149
   704531    1213885        39
   573663    1281931        39
  1037271    1654319        75
  2272008    2925418        42
   683230    3092596        39
   440762    1208496        76
  1622326    3254462        39
   758716    1278458        39
  1409436    1928570        38
  1886032    3055060       164
   264072    2880814        38
   614634    1665402        38
  1304530    1698466        92
  1882256    3186588       111
  2350779    3138461        39
  1750267    3167715       131
  1127550    3126630        40
  1365002    2948520        40
  1047845    1741097        58
  1882520    3258046        40
  1010840    3072390        93
    29078    1355334        39
  1690411    3016087       290
   480895    3238947        74
  2495373    3238947        38
   540971    3118229        40
   638343    3004323        74
   663521    2617505        39
  1849165    3215891        74
   414627    2536577        92
  1181897    3161579        39
  1970581    3260423        56
  2617743    3260423        37
  1877949    2414479        40
   485217    1232791        91
   353653    1821145       127
   848009    1286003        38
   587881    3030753        37
  2429971    2739555        91
   945805    2739555        74
  1256517    2739555        37
  1544667    1882895        55
   310213    1404033        37
  1009423    1848721        37
  1009423    1532885        37
  1124759    3084275        73
   492359    1948363        37
  2124441    2775299        37
  1863399    3218521        55
  1390147    1783857        55
   345793    3014743       163
  1917465    2552651        38
   470597    2964455        55
  1666995    3034801        37
  1817063    3148281        91
   970693    1277625        38
   557505    1920899       163
   972515    2761405        38
   434725    1271413        37
  1485619    1643375        37
  1446103    2583581        37
   650105    2924303        37
   631497    3186293        37
   892063    1927195        55
   943381    2459605        55
  1777075    3243231        73
   649837    3263647        37
   969803    1014889        38
  1354915    3105523        76
   543195    1941887       252
   543195    3211451        36
   650843    2614883        37
  1927947    3123185        36
   998669    1666389        37
   601421    2361743       127
   327071    3186541        37
  1744913    3161581        75
  1181899    1744913        37
  2461867    3259443       126
   312997    3259443        54
  1684479    1848601        44
   781315    1891929        54
   634855    1875401       216
  1276355    2759737        36
   460583    3181955        41
   482435    1820549       343
  1280593    2127425        55
   410367    1070857        90
   373779    1742737        36
  1499939    2113837        36
  2584747    3241529        90
  1126877    2581221        36
  1593631    3257771        36
  1091751    1189069        37
   930605    1655963       198
  3197717    3228443       116
  1063871    2154529        36
   400831    1862721       252
   721095    1862721        55
   568977    1637409       181
   940827    1736873        54
   411491     940827        54
   316349    1997361        37
  1944773    1997361        36
   571161     728699       181
   728699    2774765        72
   418029    1907401        36
  2273929    2436535        36
   337803    3213079       108
  3006475    3139539       562
  1115171    3139539        36
  1512513    1578623        39
  3157623    3243757        39
   576819    3217951        90
  1308205    1565123        37
   735397    1230355        55
   815803    1015005        55
  1114777    3262569        37
   395237    1819713        37
  1722571    3132833        54
  1122379    1872857        72
  1882523    2575375        40
  2575375    3258049        37
  2864703    3197421        36
   866125    1223279        37
  1810271    2296049        37
   942093    1628817       162
  2408917    2506091       272
   525195    2066325        40
  2066325    3205307        39
  1004923    1406259        54
  1664033    2274171        39
  1884583    3163155        36
   307957     692783        91
   724213    1261647        37
   902163    1051193        55
   594641    2965773       198
  2595137    3007815        91
   513433    1846109        72
  1972379    3048863        74
  1069085    2744285        54
   124839    1069085        54
   307035    2925423        37
   307035    2272013        37
   595207    3002761        54
  2386623    3048045        90
   764093    1699975        36
   275589    1915359       126
  2881585    3060405       342
   996973    3260759       109
   996973    2612519       109
   430765    1877811       127
   963293    1877811        72
  1168551    3140195        55
  1916141    2415213        54
   360647    3049627        90
    71825    2691893        54
  1838709    3085171        58
  1376655    3136687        36
   308091    1062491        36
   973369    1864195        54
   455555    1795305       414
  1804109    1984069        76
  1749789    2985011        72
   353937    3168153        36
   340457    1768903       252
  1768903    3190379        36
   916707    1257103        54
   731225    1192393        37
   608887    2609569        37
   552071    2609569        37
   280241    2609569        37
  1614505    1806079        54
   484711    1806079        54
   602077    3253171        54
   983677    1491497        72
  1491497    2730597        54
   436593    1866011       504
   593293    1734321        36
  2538683    2579341        80
   132695     143251        56
   132695    1970721        55
  1477377    1859555        72
   705715    1072031       108
   421807    1710013        72
   969079    1277059        37
   640197    1968141        90
   640197    2943221        54
   161277     642301        72
   551379    1852153        55
    52387    2972223        72
  2023717    2972223        36
   528035    3247597       162
    43037    1776901        54
  1414353    1621963        55
   614811    2571957       288
  1947703    3177549        90
   456733    2961017        90
   307725    1135393        36
   624073    2105631       144
  1706109    2105631        54
   620109    1927075       109
  1251235    1936231        36
   425675     807487       108
  1852673    2393847        90
  1735957    2943661        54
  1057805    1735957        43
   343821    1878665        72
  1878665    3095899        36
   103421     539507       360
  1514005    3141319        54
   590981    1638893        54
   352705     578221        41
  1218653    1321405        54
   762773    1137689        54
   392701    1822517        72
  1232037    2556003        36
   231347    1895517        90
   231347    2195781        54
   663729    2667363        36
  2478451    3123445       180
  1101521    2478451        72
   341923    2478451        72
  1677473    2020631        54
  2020631    2973455        36
   462291    1188397        36
   831411    1272249        72
   434659    1524249        36
  1129501    1759305       126
    66237    1759305       114
      391    3250815        72
      391    1661361        54
   480890    2495368        43
  2375060    2621696        61
    32289    2555379        96
  2415745    3226781        39
   820195    1492639        39
  2081390    2372640        43
   466938    1008554       256
  1881720    3035838        39
   400828     721092        58
   770120    1064402        75
  1476732    1746292        38
   651356    1876006        39
   965678    3161350        57
  1185050    2295062        56
  1467308    3059868        92
     4776    1938760        95
   480438    1250866        37
   581986    2424432        55
   773486    1147022        56
   966632    3173026        38
  1130818    3066402        56
  1086112    1578362        55
  1578362    1963444        37
  1204138    1764414        37
   525194    3205306        40
   976958     977100        30
   841902    2951856        37
  1956878    3160762       164
   571160    2774764        73
   514150    1170600        37
  2271030    2271442        30
   500244    3021636        73
   402602    1828560       474
   574380    2633680        55
  2586284    2598946        74
  1968140    2943220        55
   956020    1170850        38
   363300    1904756        73
    29080     759608       271
    29080     431744       271
   759608    1355336        37
   431744    1355336        37
   368784    1345966        37
   449482    1767868       200
   343820    3095898        37
   381196     817644       146
   639324    3074568       271
  1067866    1538824        37
  1469634    1920202        55
    62636     853610        42
   438868    1130336        58
   900150    2174048        40
  2941577    3224829        40
  1938711    3208165        38
  1880939    3027627        74
   398283    3220393        38
   975871    2210151        38
   409457    3034427        56
  1399521    1789183        80
  2285109    2692001        36
    17571    1990099        36
  1141905    1507508        36
  2062879    2712591        90
   716979    1743992       126
   716979    1231862       126
   755889    1578296        36
  1574181    2966493        54
   451484    1428650        36
  1980371    2628394        36
  2113014    2763831        54
  2860051    2968828        36
  1319481    2854116        54
  1319481    1800876        54
   666744    1319481        54
   636290    1319481        54
   236477    1319481        36
   760962    1997680        54
  1159122    2558171        36
   154321    2122328        36
  1482315    2147920        36
  1482315    3117912        36
  1482315    1921206        36
   729103    1482315        36
  1482315    2800002        36
   557812    1482315        36
    74790    2045529       128
  2045529    2509360       108
   761101    2045529        72
   455344    2045529        72
  2045529    2694822        54
  1144364    2045529        36
  2014557    3091668        54
  1813332    3091668        54
    42790    3091668        54
  2014557    2603751        54
  1813332    2603751        54
    42790    2603751        54
  2491579    3219075        77
  1330288    1762702        72
  1240131    1330288        72
   714496    1330288        72
   756329    1353580        36
  1353580    3066192        36
  1353580    2043932        36
  1353580    1902751        36
   545160    1353580        36
   789293    2638397        72
  2419706    3235423        54
   362658    3063018        54
  2691682    3063018        36
   716202    3063018        36
    71164    3063018        36
   811438    1577995        36
  1359350    1927008        36
  1381557    3084528        54
   387007    1583666        36
    26836     347715        93
    26836    1852050        91
    26836    2495164        36
    38146     633674       126
   633674    2658877        54
  1340221    2477088        36
   197414    2815801        72
   167446    3241125        54
   167446    2786360        54
   167446    1848102        54
   167446     674342        54
   167446     414130        54
   167446    2134597        36
  1692622    3060140        92
    80954     926004       108
    80954    2051536        54
    80954    1951751        37
   370351    3234325       108
   370351    2418608       108
  1320821    3259767        36
   728511    2123763        75
   653486    2755926       180
  1706415    2755926       180
   624379    2755926       180
  2617677    2755926        55
  2105919    2755926        42
  1055740    2854026        36
   236387    2854026        36
  2708865    3147747        54
   828556    3147747        54
    88869    3147747        54
  1127191    3147747        37
  1123468    2314878        36
   909543    2314878        36
  1761244    2314878        36
   465637    2314878        36
   957542    1975683        54
  1975683    3260344        37
   283391    1702547       126
   283391     614479       126
   283391     848419        72
   283391    2245743        36
   887667    2548131        90
   117253    2737005        90
  2086956    2737005        54
   147121    1740890        59
   147121     829590        55
   829590    2766009        36
  1740890    2766009        36
   700737    1362807        36
  1324316    2651306        36
    30480    1324316        36
  2129526    2780484        41
   947595    2129526        41
  2041278    2691034        54
  1621536    2691034        36
  1425762    3246594        36
  1425762    2713162        36
  1167853    1425762        36
    93346    1425762        36
   934473    2727151       163
   107327     934473       108
   934473    2375671        93
   934473    1656485        91
   382959     934473        91
   934473    2974386        73
  1575526    2380076        54
  1575526    3212724        38
  1344519    2631112        36
   164458    2131825        36
   109559    2729293       306
   909741    1504931        54
  1504931    1761442        54
   465835    1504931        54
  1123666    1504931        37
    59479     740997       504
   740997    2030511        72
   446168     740997        57
   740997    2679884        36
    89805    3156928        54
  1326834    1703568        36
   831128    1326834        36
   333503    1326834        36
   231491     928322        37
   231491     420449        36
   241517    2205334        36
    57931    2678372       352
   437241    2678372       324
  1136927    2678372       289
  2028932    2678372       108
  1477503    2464372        36
  2072854    2395732        36
  2395732    2722615        36
   515787    2395732        36
    67443    1463514        54
    46277    2017869        75
   714622    1330378        36
   165916    1358725        36
  2260395    2915230        56
   776967    2136991        36
  1632083    2136991        36
   459400    2136991        36
  2171308    2576882        90
  2171308    3132918        54
  2177148    2830114       108
  2177148    3211168        36
    46349    1637180       216
    46349     597663       216
    46349    2017959        36
   623741    2870057        36
   623741    2216721        36
  2208286    2862013        36
   663595    3007851        55
   663595    2595173        55
    46637    3007851        36
    46637    2595173        36
  1444789    2680406        36
  2239574    3163811       162
  1861430    2239574       162
  2239574    2893537       108
  2239574    2349959        36
   109433    2079239        90
   109433    3171913        72
   109433     530656        55
  2161629    2552904        54
  1722257    2393551       238
  1722257    3021390       180
  1722257    2681126        54
   795615    2681126        36
   795615    3021390        36
   795615    2393551        36
    45647    2988247       108
    45647     596943        72
   596943    1231071        40
  1231071    2988247        40
   596943    1636442        40
  1636442    2988247        40
   596943     662517        40
   662517    2988247        40
  2617175    2943895        37
  1395104    2943895        36
   121892    2741356        36
  1028942    1439208        54
   637563    1668665        36
   637563    1144006        36
   464256    2261781        54
  2647603    3152048        72
  1851942    2647603        72
    26746    2647603        72
    17733    2638631        36
   673295    2133607        72
  1015759    1541677        39
  1541677    1858030        39
   816482    1541677        39
   563640    1541677        39
  2206486    2860213       126
   242669    2860213       126
   971083    2221450        55
  2221450    2442041        54
   121064    2740564        36
   762019    1758536       289
   276057    2238674        54
  1961606    3161087       108
   887047    3161087       108
  2822438    3130950        36
  2785766    3240549        57
  1847472    2785766        57
  2465195    2841202        36
  2188087    2841202        36
  1792214    2841202        36
   222676    2841202        36
   202976    1959497        39
  1978859    2626846        36
  1719703    2921111       162
  2199556    2500014        54
   198890    2817313        36
    53125     612411       144
    53125    3073782        72
  1794788    2190589       270
  2190589    2467715       126
  2190589    3023725       108
   502297    2190589        72
  2190589    2843758        36
  1385176    2066505        36
   525357    1385176        36
  1385176    2716320        36
    96460    1385176        36
   681839    1576372        36
   358425    1576372        36
  1799055    2901902       216
  2247723    2901902       108
   440963    2901902        77
   285389    2901902        54
  2688172    2940605        36
    67731    2940605        36
  2435370    2688172        36
    67731    2435370        36
   264812     414930        54
   414930    2319715        40
  1138577    2311841        36
  2152685    2804862        54
   215602    2834092       180
   215602    1329843        54
  1812874    2214414        90
  1812874    2868159        36
  1958687    2168266        56
   202184    2168266        56
   839394    2168266        54
  2168266    3129168        40
  1387046    2677135        36
  1008665    1387046        36
   467049    1387046        36
  1387046    1813085        36
    56689    1387046        36
   205923    2171645        36
  1306582    2811085        54
  1849707    2838574       216
   220012    2838574        36
  2066577    2362643        57
  1481286    2601699        54
   720264    2349005        72
   276075    2349005        72
  2349005    2892565        54
  2238692    2349005        36
   109991    3206570        36
   109991    2378155        36
   109991     497303        36
  1384947    2076719        60
  2416975    3163070        76
   357031    2416975        55
   926359    2416975        36
   999716    2284448        36
   766791     999716        36
  1878508    2415056       146
  2106477    2756502        54
   137231    2756502        54
  2237041    2890891       216
  2222309    2442905        54
   259057    2442905        54
  2846116    2995961        36
   184009     784063       108
  1469123    2422216        72
  1469123    3188568        36
  2108385    2758464        54
  2256147    3115839        90
   293885    3115839        90
   448390    3115839        72
  2285356    2885023        36
   385549    1582334        39
   138779    2758032        36
   138779     655693        36
  1582334    2990552        36
  1449067    2748983        54
   129514    1449067        54
   930911    2077043        54
  2077043    2974170        54
  1656269    2077043        54
   382743    2077043        54
   107111    2077043        36
   185611    2804088        95
  2160212    3049506        36
  2160212    2281519        36
   358317    2380850       108
    26044    1409492        36
   791369    1665872        90
   791369    2596802        72
  1716982    2745203       306
  1716982    2095144       180
   836459    2007825        36
    27286    1999560       162
  1394924    2616995        36
  1394924    1735993        36
  2523468    2799768        74
  1920972    2523468        74
   557578    2523468        74
  1482135    2799768        54
  1482135    1920972        54
   557578    1482135        54
   731562    3031577        54
  1893143    3031577        54
   393874    3031577        54
  1158252    3031577        36
  1741052    2280094        40
  2280094    2522609        38
  2280094    2766171        37
   829765    2280094        37
   147265    2280094        37
   911445    2924772        54
   344050    2924772        54
  2924772    3041960        37
  1944724    2924772        37
  2401549    2951322       144
  1633824    2951322       144
   580863    2951322       144
   724748    2951322       108
   673740    2133985       109
   405532    2884645       198
  2322523    2884645       108
  1734074    2884645       108
  2230818    2884645        39
  2162295    3013049        57
  2162295    2553570        57
   196568    2162295        36
  1925084    3160593        36
   400278    2369707       162
   739515    2369707       126
  1251598    2369707        54
   250116     835525        54
   250116    2214252        36
   836531    2656686       180
    35932     479567        36
   836531    3197596        54
   836531    2531767        54
   127737    2097160       162
   611359    1530224        72
   114666    2084418        94
   113177    2732973        40
   180720    2522892        72
  2317141    2878931        72
  2878931    3108476        72
   407106    2878931        72
   262243    2878931        36
   742978    1100960        72
  1483156    1986085        54
  1827306    1986085        54
   574867    1986085        54
   249972    2352978        36
  1063083    1682141       127
   467746    1063083       127
  1063083    2794262       127
   849304    1063083       127
   175613    1063083       127
  1610266    1682141        54
   467746    1610266        54
  1610266    2794262        54
   849304    1610266        54
   175613    1610266        54
   148309     687636       180
   148309    2116496        90
   297827    2260017        72
   297827     419847        72
  2732415    3131750        36
  2432402    2742040        36
  1620690    2689918        36
  1535764    2171897        36
  1535764    1910709        36
   206175    1535764        36
  1604562    2574832        36
   587918    1053620        36
   237017    1319985        90
   636848    1319985        72
  1319985    2501688        36
   685761    2382578        54
   294911    2308863        54
  1696881    2553030        36
  2553030    2814397        36
   196010    2553030        36
   691916    3047353        36
  1131033    1350933        36
  1350933    2756610        36
  1350933    1707099        36
   625063    1350933        36
   137321    1350933        36
     6992    2373233        36
  2072962    2722741        54
   691466    2072962        54
   102922    2072962        54
   515913    2072962        37
   865412    1466433        36
    55609    2026664        90
  1161365    2026664        37
   665491    1182306       108
    48360    1182306       108
   665491    3068738        92
    48360    3068738        92
   665491    2019790        72
    48360    2019790        72
  2019790    2668875        54
  2668875    3068738        54
  1182306    2668875        54
  1514432    3047317        41
  1543287    2683371        36
  1543287    2033962        36
  1528002    2960564        36
  2281321    3049308        54
  1659499    2427223        90
   880165    2427223        36
   851844    2913664       108
   296729    2913664       108
   302093    2264193        36
  2677814    2970726       108
  1866029    2677814       108
   436611    2677814       108
  2028320    2970726        36
  1866029    2028320        36
   436611    2028320        36
   681430    2380562        54
  1055892    2556273        36
   627797    2813515        36
  1344717    1983282        39
  1430777    2981084        36
  1430777    2857765        36
  1430777    1789344        36
   661586    1430777        36
   240167    1430777        36
   235199    2852820       126
  2499852    2852820        72
  2199412    2852820        54
   779051    2232582       252
   779051    2886481       144
  1231125    2988283        55
  1231125    2017293        55
    45683    1231125        55
   596979    1231125        36
   438612    2150129        54
   438612     783726        54
  2510224    3244606        57
  2286364    2886031        72
   778547    2886031        72
  2232132    2886031        72
   269294    2886031        72
  2022714    2671876       273
   376652    2022714       273
    51402    2022714       273
  1357022    1981343        54
   350259    1357022        54
     8468    1357022        54
   503125    2191345        73
   503125    1166627        73
   225988     503125        54
  2468435    3024499        72
  1780175    2303370        72
   386899    2303370        72
  1909189    2014179        72
    42412    2014179        72
  2014179    2663071        54
  2281501    3049488       127
  1473056    1871224        54
   395839    1473056        54
   832947    2717688        90
   486442    2717688        90
    10461    2631292        36
  1194885    2256939        38
   189283    3103190        72
   655536    2757888       127
   138653    2757888        90
  1672124    2158736        39
   192932    2158736        36
   592241    2382542        38
   685707    1300234        36
   332217    1918261       220
   332217    2020258       126
  1769929    3191369        58
   341483    3191369        58
   700845    2356283        54
  1865234    2356283        54
   388347    2356283        54
   279364    2895895        36
  2042569    2691929        72
   402356    2210837       127
  2210837    2864546       126
   321210    1995278       162
    22809     321210        54
   321210    2643797        36
  1918495    2669554        72
  1162696    2343561        36
  2067621    2363705        36
  1461117    2168356        54
  1935719    2390295        36
   961115    2390295        36
   350529    2629618       144
   878922    2629618        36
   791158    1665602       145
  1665602    2596532        36
  1227523    1391745        36
   858820    2274722        72
  1471078    2728843        54
  1483012    1985923        36
   534936     811888       111
   811888    1936995       109
   811888    2649835        72
   811888    1487729        54
   811888    2001198        36
  2829664    3210718        36
   211197    2829664        36
  1741667    2704177       180
    84140    2704177       180
  2460568    2704177       162
  2824300    3028542        57
   205815    3028542        57
  1857904    3001074        36
  1541569    1857904        36
  1982058    2630104       288
   351033    1982058       288
  1746780    1982058       108
  2171128    2823873       144
  1541857    1858228        54
  2292834    3030705        36
  1897559    3030705        36
  2106153    2756160       144
  1706649    2106153       144
   653720    2106153       144
   624613    2106153       144
  2106153    2620327       109
   686895    1211455        36
   516690    1211455        36
  1969553    2275514        36
   941470    2275514        36
   187951    2154282        72
  2635535    2992926        54
  1796771    2635535        54
   587041    2635535        54
    14655    2635535        54
   296081    1399597        72
  1399597    2912697        54
  2028158    2677652        54
   484945    2028158        54
    57193    2028158        54
  1806313    2028158        36
   581506    1928073       324
   581506     794434       324
   271112    2233950        54
   271112    2344181        36
   997686    3052855        90
   997686    2143772        90
  1532387    2681792        36
  1532387    2577453        36
   796338    1532387        36
   358353     681767       109
   681767    2380886        72
   681731     681767        38
  2010543    2659363       108
  1245768    2335633        72
  1330180    1762576        54
   714370    1330180        54
    79730    3035648       162
    79730    2050312       162
    79730    2699695        72
    79730     622334        54
  1452997    2778486        36
   195830    2161557        72
   554453     806841       163
   278464    2288033        54
   578064    2142728        36
   106859    2726683        90
   129213    1019844        56
  1019844    2748713        55
  1983660    2631724        54
   389962    1983660        54
    10875    1983660        54
  1453933    2128703        72
  2038835    2688532        54
  2038835    2435730        54
    68091    2038835        54
  2038835    2940965        36
   210855    2829340        90
    83348    2703385        72
  2459848    2703385        57
   522937    1604814        36
   252469    2215857        36
   594134     829909        36
   227464    2166664       147
   468101    2166664       146
  2166664    2269836        54
   227050    2166664        38
   786993     987578        36
   334457     987578        36
  1808054    3083471        72
   586758    3083471        54
   269420    2886157       108
   269420     778709       108
   269420     567292       108
  1483516    2634617        54
  1483516    1986481        54
   575299    1483516        54
  1483516    1827738        36
    13755    1483516        36
  1981451    2374889        36
   129141     337682        54
   147427    2766351        36
   645701    2055401       126
  1678939    2055401        54
  1801632    2501868        38
   637028    2501868        38
   667500    2501868        38
  2501868    2854854        38
   237197    2501868        38
  1204090    2501868        37
  2575748    2822942       162
  1961009    2822942       145
   367285    2575748       145
   367285    1961009       145
   204452    2575748       126
   204452    1961009       126
  2072602    2722363        54
  1218810    1321513        90
    79429    2050060        36
    79429     622064        36
   980012    2703061        36
   980012    2053606        36
   980012    1654039        36
    83042     980012        36
  2196537    2849742        90
  1896345    2196537        54
   832013    2196537        54
   232139    2196537        54
  2255625    2307279        36
  2676973    3256968        36
   220912    2839420        90
  2043806    2507758        90
  2043806    3066066        72
   854408    1543647        36
  1543647    2537626        36
  1543647    2034376        36
    63416    1543647        36
  1724361    2542214        54
   946421    3183529        37
  2090474    3183529        36
  1984285    2632372        72
  1020673    1984285        72
  1984285    2390488        36
  1653684    2762355        91
  1194450    2762355        91
  1409991    2291844        36
  1203575    3073319        36
  1842837    3073319        36
   246377    3073319        36
  1180161    2822384        36
  1201281    1679263        54
  1201281    2705203        54
  1201281    2055725        54
   646025    1201281        54
   839605    2168428       108
  2168428    2820854        72
   202382    2168428        54
  1958885    2168428        36
   169048    2787962        90
  2583011    2920499        90
  2583011    3205222        72
  1968586    2583011        36
   646992    2056931        54
  1680577    2056931        36
    39136    2659831        54
    39136    2011029        36
  1748863    3003247        36
  1389865    3173045        36
  1007700    1471024        36
  2047923    3246082        36
   272876    2235673        36
   674594    2786630        36
   167698    2786630        36
  1798008    2863687        38
   246107    1798008        37
   104267    2074325        54
   462381    2085534       126
  2038187    2940317        36
  1821938    2734485        72
  1516577    2734485        72
  1614883    2677850        36
  1614883    2970762        36
  1614883    1866065        36
   436647    1614883        36
    57373    1614883        36
  1583126    2302884        39
  2236843    2890711        36
  1638520    2102352       126
   641627    2102352       126
  1638520    3149208        37
   641627    3149208        37
   750942    3149208        36
   750942    2102352        36
  2189509    3022627        36
   218500     520692       324
   218500    2837080       216
   218500     869513       108
   218500    2183898        72
    88329    1270901        37
   503089    1335941        36
    97036    2067063        36
  2285770    2885455        36
  2089543    3215754        72
