Long Exact Matches:
   Start1     Start2    Length
   787834     818519        19
   410404     506299        19
  1142104    1208897        19
    75814    1208897        19
  1142104    1196207        19
    75814    1196207        19
   326218     974788        19
   854350     917894        19
   288411    1186982        19
   390530     814757        19
   551478     895428        19
   503183    1126809        19
   294567     803053        19
   507895     628889        19
   132178     281080        19
    65478     688432        19
    57232    1103184        19
   140622     188746        19
   287871     706338        19
   477612     523996        19
   129974     267506        19
   112120     457977        19
  1023835    1132832        19
   437373    1168305        19
   142351    1196690        19
   758376     883306        19
    29541     217425        19
   119386    1028604        19
   258587     516483        19
   442218    1054338        19
   145163     866966        19
   177376     707155        19
   545246     697989        19
   743366    1121546        19
   570030     579500        19
   167895     588506        19
   290957     715876        19
   976441     988164        19
   378636    1132471        19
   226735     648649        19
   608703    1198978        19
   362706     573279        19
   177794    1026856        19
    17753     195111        19
   609710     897879        19
    71786     484175        19
   842885     990767        19
   363314     571721        19
   173823     559059        19
     2192     873331        19
   794161     986663        19
   309748     373981        19
    12965    1001434        19
   807765     838249        19
   192489     582027        19
   104265    1077119        19
   344295     384659        19
    93009    1033335        19
     3883     569308        19
    52444     129575        19
   110809     455366        19
   152497     761378        19
   838781     927831        19
   150521    1141002        19
    93142     452497        19
   636679     934386        19
   533496     806264        19
   570277    1116967        19
   609558     658659        19
   556323     836159        19
   489172     638769        19
   577858     584117        19
   271344     286552        19
   699072     871013        19
   298519     600476        19
   318618    1046434        19
   274783    1147044        19
    56985     234943        19
   245534     704780        19
   849307     895200        19
   572424    1147975        19
    52558     211934        19
   433725     591983        19
   595213     794826        19
   657348    1069272        19
   175020    1054946        19
   103068     867840        19
     7075     668045        19
   202103    1090921        19
     3598     816904        19
   123775     327073        19
   608285     722754        19
   199994     357367        19
   202692    1130229        19
   274935     970239        19
   305758     610603        19
   772938     814301        19
   494492     528442        19
   399973    1125897        19
  1194221    1197393        19
   253248     675018        19
   749009     767268        19
   474591     837052        19
   252678    1055668       251
   252678    1153580        19
   411316     920155        19
    10248    1121926        19
   420463     867669        19
  1200261    1200630        39
  1199409    1200630        39
   695519     897024        19
  1200630    1203215        28
    40322     756001        19
   771665    1183220        19
   312967     398643        19
   466915     995308        19
    36351      64262        19
   566971     972272        19
   201020     987594        19
   878518    1027426        19
    80393     940656        19
   776966     990748        19
   148735     236178        19
   377800     876485        19
   241137     464673        19
   697742     732661        19
   605150    1189205        19
   826887    1055307        19
    57194     944285        19
   736488     801001        19
   220294     300077        19
   402120     478562        19
   781108     950308        19
   610033     759516        19
   101434    1133079        19
     8139     959789        19
   452972     731521        19
   369603     853818        19
   290463    1205193        19
   205455     241118        19
   304390     675170        19
   612579    1155822        19
   358507     503943        19
   480774    1156449        19
    79633     392240        19
   193705     886973        19
   979880    1020035        19
   323482     836273        19
    34215     754519        19
   847407    1086562        19
   209844     387509        19
   428633     689857        19
   266689     493751        19
   704134    1027312        19
   151338     609330        19
   867650     936495        19
    92439     159679        19
   606689    1062736        19
   313119     357880        19
   758984     959979        19
   908880    1206151        19
   209198     454853        19
    15454     219192        19
   527340     678875        19
   237926     627559        19
  1093418    1205079        19
    25969     181005        19
   577231     628756        19
    83376    1092460        19
   676329     856041        19
   179200    1070982        19
   918578     970315        19
   413642     428196        19
    66010    1165987        19
   211801     449704        19
   699642     817854        19
   809342     836197        19
   647908     998470        19
    35306     862216        19
    71596     708827        19
   141306    1034855        19
    75263     603212        19
   420425     621224        19
   686152    1031530        19
   628091    1161427        19
   329543     411639        19
   646768    1178603        19
   229832    1108265        19
   392924     781830        19
   578227     587233        19
   537684     587233        19
   871963     882641        19
   726011     965451        19
  1123978    1161142        19
   112158     193591        19
   235570     289722        19
   515210    1102671        19
   282334     375026        19
   450293    1201422        19
   399935     521469        19
   301350     650625        19
   718783     833765        19
   271116     342976        19
   240263    1102937        19
   595232     644526        19
     9165     461405        19
   401398     753037        19
   400391    1048182        19
   599583    1183391        19
   461006    1047897        19
   248897     823421        19
    36408    1126144        19
   157323     596828        19
    61849     922264        19
   476624     860810        19
   832587    1168837        19
   582274     878499        19
    25456     533154        19
    69886     373886        19
   219306    1006469        19
   603516     613453        19
   742682    1150502        19
  1002460    1198655        19
   541845    1142902        19
   406148     969631        19
    34527     867764        19
   501294    1053616        19
    58733    1147177        19
   574400     619172        19
   882014    1041380        19
   339936    1148070        19
   248840     716218        19
    84725     323121        19
   585922     657101        19
    16537     648839        19
    97007     893300        19
   435967     992154        19
   189354     314031        19
   568168    1018287        19
   378009    1170015        19
   160781     358146        19
   481496     624120        19
   346214    1117822        19
   295118    1205117        19
   903066     926615        19
   901945     926615        19
   102973     255281        19
    95707     746311        19
   295574    1011371        19
    81913     242486        19
   172436     846780        19
   573621     711487        19
   916165    1014316        19
   196213    1035159        19
   611515     781963        19
   609292     846324        19
   479387     527587        19
   313784     662516        19
   291394     339879        19
   568624     708219        19
   819450     941720        19
   163631     987005        19
   585428     673175        19
   200488     351306        19
  1099308    1208403        19
   370382    1123180        19
   102403     799766        19
   271724     606233        19
   198550     930377        19
     4377     607221        19
   145106     496221        19
   306860     469689        19
   669508    1075884        19
   132881    1189471        19
   117524     230022        19
   126386     485448        19
   602243     612978        19
    80602     192603        19
   651423     890526        19
   420406     886441        19
   204828     929256        19
   512569     847673        19
   913383    1102006        19
   720949     913288        19
   436347     602984        19
   281935     801457        19
   667684    1079190        19
   525136     849212        19
   213644     507553        19
   449077     898259        19
   166565     973317        19
    59968     623322        19
    12319     640726        19
   313955    1062945        19
   834753    1011409        19
   176008     199652        19
   160040     457768        19
   506622     507629        19
    31992      83851        19
   510137     668900        19
   759250     792622        19
   126964     165417        19
    23195     286571        19
   584022     862729        19
   437069    1176475        20
   504817     825036        19
   597873    1159489        19
   316159    1072407        19
   644830    1103906        19
   529810    1172447        19
   262357     498957        19
   780937    1116283        19
   105082     313632        19
   241384    1024519        19
  1030010    1128842        19
   716541     996239        19
     1945     166044        19
   199006     909260        19
   946033     956958        19
   116129     962677        19
   491167    1026932        19
   328118     910666        19
    33075      34101        19
   594168    1016710        19
   684860     952949        19
   370941     900406        19
   565272     905137        19
   264314     433896        19
   155233    1195857        19
   643025    1154777        19
   173044     695956        19
   395774    1127094        19
   406509    1123218        19
   612598     751327        19
    51133     745646        19
   263383     721538        19
   498254    1137468        19
    86473     452174        19
   657595     902990        19
   657595     901869        19
   463856     747128        20
   817759     826564        19
   289095     400220        19
   560275     988810        19
   241992     560161        19
   306214     843873        19
   316976    1071590        19
   353339     986264        19
   831181     837527        19
    26786     304770        19
   519485     627901        19
    49518     354327        19
   396933    1082686        19
   337808     777745        19
   336782     919756        19
    36788    1012435        19
   176369     502252        19
   975719    1059202        19
   688774     874775        19
   112101    1105567        19
   881862    1089477        19
   148279     629801        19
   126405     656227        19
   496962     690047        19
   798189    1024348        25
  1024348    1180104        19
   703735     998812        19
   140261     644792        19
    77125     294605        19
   272313     676937        19
   591565     772387        19
   111569     312332        19
   483320     791482        19
   174279     527055        19
   283854     928211        19
   283208    1093190        19
   757711    1048790        19
   329619     916412        19
   273643     358773        19
   723343     900216        19
   660255    1208745        19
   114267    1191143        19
   291527     299146        19
   288335     705958        19
   229471     739376        19
   122445     343926        19
   140603     810482        19
   763354    1095812        19
   381296    1075713        19
    34063     311192        19
   126253     155651        19
   790855    1016729        19
   233746     838040        19
   392658     650150        19
   528765    1007324        19
   117676     965356        19
   203585     578265        19
   203585     537722        19
   666316     790152        19
   548286     686000        19
   582502    1207543        19
   559553     727189        19
   974134    1174765        19
   573697     628927        19
   212580     908291        19
   767903     835247        19
   269140     976270        19
   329068     899418        19
     5099     369280        19
   166386    1203983        21
    94966     208799        19
   259556    1021403        19
   119519     359381        19
   164486     415010        19
   173025     350014        19
   438475    1066251        19
   425308     954146        19
   301274     328745        19
    91470     756799        19
   403526    1113832        19
   376926    1124738        19
   837888    1196473        19
   353472    1157817        19
   854426     951220        19
   564740     805485        19
    53242     395907        19
   824922    1057302        19
   185877     188727        19
   701778    1136385        19
   524604    1000446        19
   284424    1174461        19
   721671    1034703        19
   319701     620654        19
   406566     933303        19
   142465    1030865        19
   387984     841175        19
    21371    1174214        19
    21371      65288        19
   724388    1021612        19
   255661    1149362        19
   547640     934196        19
   656379    1064484        19
   463362     541180        19
    96239     903750        19
    96239     902629        19
   219743     705293        19
   341380     489666        19
  1077043    1164695        19
   230155     292173        19
   292382     855585        19
   724407     899076        19
   763639     767078        19
   604428     612332        19
   391176     725118        19
   490122     860259        19
   669736    1002099        19
   351819    1174480        19
    72318     407573        19
   675341    1011979        19
   658469    1059392        19
   956787    1079152        19
   107704     622600        19
   415029     966401        19
   651716     729925        19
   186523    1049037        19
    88620     875592        19
   514165     674752        19
   341304     402956        19
    29617     156088        19
   436252     731445        19
    43267     937730        19
   224968     779132        19
   240548     984763        19
   926235    1150141        19
    94244     401208        19
   967636    1160819        19
  1055630    1128747        19
   346613     622201        19
   258416     784376        19
   280757    1080463        19
   110695     926083        19
    61792      63863        19
   335148     518136        19
   247776     915671        19
   400315     842277        19
   363941     393532        19
   690921     726524        19
   242144     495518        19
   179580     622619        19
   154359     455157        19
   219230     626058        19
   548761     770050        19
    21295     148222        19
   697229     767610        19
   454397     817303        19
   789126     837413        19
   242942     941625        19
    44160    1139805        19
   604618    1029421        19
   489951     759972        19
    97064     958877        19
   719505     845811        19
   659875    1113015        19
   813712    1075067        19
   896340    1040392        19
   939079     968092        19
   145733     237679        19
   805067     887657        19
   467238     497684        19
  1014525    1089952        19
   408827     609273        19
    38384     581495        19
    12604     756438        19
   298025     733117        19
   461671     742891        19
   237033     998850        19
    55997     502290        19
   163840     260913        19
   110410     458357        19
   120089    1135321        19
   151680     213796        19
   309121     997425        19
   799196    1151015        19
  1077157    1085802        19
    50259     236330        19
   590748     874756        19
    29370     771475        19
   567294     853305        19
   716237     873426        19
   860392    1087064        19
   126367     676690        19
   803528    1056827        19
    34375     468986        19
   569460    1121641        19
  1066783    1177539        19
   995460    1194989        20
    24468      38707        19
     4434     171030        19
   439767     544391        19
   191539    1063287        19
   346024     762328        19
   441686     661471        19
   531957     563372        19
   891628     909431        19
   691776    1047973        19
   881501    1116131        19
    73534     608665        19
    23670    1119057        19
   789183    1036128        19
   982540    1182745        19
    74047     269197        19
    18380      32353        19
   793211     885529        19
   464046     798037        19
    15321      18931        19
   367133     542852        19
   194997    1093114        19
  1085650    1197355        19
   537182    1085650        19
   823155     859632        19
  1052286    1135473        19
   122255     563467        19
   526770     735321        19
  1148298    1162263        19
   480850     810539        19
    93579     744620        19
  1087140    1104731        19
    78702     984174        19
   332640     674809        19
   120754     201286        19
   297227     640460        19
   718935    1000902        19
   395679     493067        19
  1103773    1200014        19
   325553    1063762        19
   307335    1071932        19
   189962     607810        19
   459847    1143377        19
   645153     710499        19
   600153     853039        19
   493257    1101493        19
   375159     449058        19
   495575     948997        19
    56415     207412        19
    16328    1129146        19
   198075     876333        19
   423674     592363        19
   435416     548628        19
   121628    1023873        19
   395052    1024443        19
   493314     927071        19
   178744    1061254        19
   711221     741390        19
   178839    1037895        19
   585409     943297        19
   674695     965641        19
   208267     540268        19
   316995     354574        39
   316995     434466        19
   292230     680604        19
    77771     365575        19
     7664     112177        19
   391765     420102        19
   315627    1054395        19
   116840     881235        19
   606461     876219        19
   402804    1014506        19
   692935     784984        19
   479482    1162947        19
   802198    1116435        19
   235893     352503        19
   331671     683663        19
   444403    1039719        19
    24601     947990        19
   257865     640213        19
   346461     914523        19
   395603     721006        19
   534199    1135226        19
    66751    1120102        19
   567503     722811        19
   574229     632727        19
   847217    1028281        19
   133888     812439        19
   652495    1058974        19
   540116    1195084        19
   369926     408580        19
   706072    1209817        19
    36313     258093        19
   534313     552922        19
   526637     869037        19
   163441     814605        19
   278298     853191        19
   894307    1177349        19
     7417      71862        19
   432357     483548        19
    17031    1016273        19
   833423    1111191        19
    70038     777574        19
   589722     820210        19
   100161     462925        19
   380422     908728        19
   951505    1040430        19
   481211     758015        19
   752752     944722        19
   521070    1174423        19
    10837     944000        19
   871982    1125954        19
   249790     916830        19
   475427     740098        19
   445486    1195548        19
   401987     726619        19
   267886     975586        19
   584250    1198750        19
   940010     943050        19
   152383     652989        19
   447937     822680        19
   668577     907664        19
     8861     237641        19
    42963     918863        19
   541788    1014392        19
   172075    1141249        19
   473147     887600        19
   973431    1026039        19
     9640     263117        19
   569498    1132889        19
   293408     938756        19
   203547     678609        19
    78436     183692        19
   559078     659609        19
   510175     577155        19
   379947     669451        19
   337884     650017        19
     6847    1116454        19
   442427     971873        19
   859860     968795        19
   355429     612522        19
   890944     974552        19
   221187     838591        19
   849991     903959        19
   849991     902819        19
   493599     761853        19
   563543    1019807        19
   351154     773489        19
   433440     451148        19
   168256     216874        19
   230003     327168        19
   166234    1030637        19
   917001    1147272        19
   617386     801381        19
   377610     574476        19
   493485     640935        19
   401094    1179686        19
   856972     971702        19
   326503    1068303        19
    29522     341798        19
   955609    1129222        19
   387129    1043204        19
   127895     855756        19
   571018     677868        19
   157437     783521        19
    84763    1183809        19
   278621    1104256        19
    67036     470525        19
   180435     633734        19
   602965     634361        19
   455024    1018534        19
    49974    1194468        19
   134192     616018        19
   234677    1038655        19
   563258     825796        19
   297170    1133820        19
   937616    1126258        19
   476092     492041        19
    38745     214974        19
   707402     962620        19
   177680     454796        19
   538235    1120197        19
   497741    1181377        19
   213359     980450        19
   386730     899095        19
   290368     982597        19
   635729     751061        19
   227077     949947        19
   420577     424092        19
    33778     444859        19
   487253     833860        19
   864401    1182612        19
    88278    1163194        19
    54952     247985        19
   121666     409644        19
   595726     781165        19
   373525     842144        19
   531691     650663        19
   943525    1030238        19
   301388     505995        19
  1146037    1167545        19
    10970     839237        19
   282581     793534        19
   169016     323976        19
   910590    1044287        19
   427075    1209646        19
   354289     444840        19
   355790     498368        19
   153846     654167        19
    20326     502860        19
   887562    1111229        19
   196650     665670        19
   254464    1080216        19
     2401     534845        19
   577383    1128861        19
  1008635    1025241        19
   108331    1138171        19
   783996     929864        19
   303440    1028566        19
   323881     442085        19
   154416     418924        19
   541655    1010934        19
   278963     866795        19
   504418     810748        19
   374475     398339        19
   197220     570410        19
   554556     643557        19
   369242     547355        19
   238363    1037933        19
   695443    1191884        19
    29142     748800        19
   111740     645362        19
   175628     811261        19
   624405     957851        19
   353567     938794        19
   986283    1053141        19
   339480     875687        19
   777004     857466        19
    41462     815745        19
   791026    1077480        19
   203566     573735        19
   333096     406300        19
   927774    1093038        19
   839142    1118373        19
    67644     853647        19
   782343     810615        19
   519257    1030903        19
   240035     414516        19
   952113    1113262        19
    11483    1001586        19
   497000     615657        19
   818538     831067        19
   200716     502613        19
   654376    1078145        19
   951524    1203234        19
   418240     603687        19
   115996    1069215        19
   724776     927660        19
   185668     492098        19
   470867     562669        19
  1097465    1179496        19
   446227     898696        19
   449191    1182992        19
   146455     703203        19
   538045     595935        19
   713102    1052419        19
    53128     804098        19
    93788     361433        19
   326788     345473        19
   653654     721918        19
   270945     360502        19
   812192    1039890        19
   292116     999876        19
    59759     919072        19
   590083     804174        19
   309444     734143        19
   334065     518896        19
   922530    1203500        19
   478239     753379        19
   543574    1009509        19
    69772     886213        19
   586017    1026837        19
   259157     363580        19
   137886     748401        19
   231295     937217        19
   219952    1027977        19
   546120     964482        19
   363162     764532        19
   174317     868828        19
   840662    1080824        19
   397427    1048505        19
   457217     651138        19
   192565    1191352        19
   362212     992933        19
   398928    1162871        19
   370059     877074        19
   688109    1036033        19
   757787    1115238        19
   150502     481173        19
   158653     355277        19
   704058     948617        19
   194503     462184        19
  1098700    1119456        19
  1087273    1098586        19
   597379     773869        19
   718175     853343        19
   213397     399726        19
   697818     961822        19
   350451    1139425        19
   178611     927546        19
   159033     210490        19
   301654     689914        19
   222992    1178356        19
   159964     847711        19
   131114     497779        19
   451224     518630        19
   608836    1077860        19
  1142446    1194856        19
   129005     630599        19
   330854     850428        19
   248042     451965        19
    53261     286590        19
   338264     343793        19
   581533    1063971        19
    63141     729317        19
   115141    1115485        19
   355600    1166367        19
   447272     581742        19
   116471     583452        19
   730571     926349        19
  1017109    1124719        19
   270660     525269        19
   380973     914732        19
   287586     839009        19
   651290    1113984        19
   301426     351686        19
   222783    1061824        19
   453884     566363        19
   342254    1016900        19
  1033791    1108113        19
   186732     596524        19
   603896     697799        19
   166641     499603        19
   742910     848395        19
   358868     572994        19
   272047     758699        19
    86169     721044        19
   399080     752163        19
   248365     697704        19
   148754    1034608        19
   455993     932220        19
   514849     602642        19
   886422    1032670        19
   333001     535054        19
   749788    1116378        19
   304466     500211        19
   418696     428025        19
    49670      97596        19
   345150     739585        19
   742055     777935        19
   956407    1141097        19
   135712     533743        19
   377629     504399        19
  1023702    1137354        19
    15986     315912        19
   444992     741200        19
  1148621    1152003        19
  1042216    1109462        19
   126766     842923        19
   343204    1063895        19
    91945     760238        19
    87157     344276        19
   381220     610261        19
   441572    1040677        19
   129195     243246        19
   379605     711620        19
    97919     400999        19
   708333     780690        19
    79500     175970        19
   681440     690693        19
   413946    1047612        19
   674600     859803        19
   473546     586967        19
   479368     565424        19
   263098     430894        19
   549293     675626        19
  1018344    1142427        19
   236083     619514        19
   117334     826336        19
    68632     822015        19
   254350     571588        19
   578379    1021346        19
   450559     966553        19
   162415     758186        19
   260609    1084130        19
   536118    1155328        19
   836767     867042        19
   708713     848433        19
  1057891    1094596        19
   196498     941511        19
   130829     196498        19
   877340     971398        19
   438722     601540        19
  1042045    1201807        19
   342083     803699        19
   357272     726676        19
   778714     883211        19
   212162     804687        19
  1172086    1200546        19
   926425     982730        19
   754538     797733        19
   541047     809076        19
    85751     730761        19
   284329     410955        19
   369071     947363        19
  1020890    1153542        19
   418373     666183        19
    42203     306784        19
    40455     961613        19
   334521     458699        19
   368406     404932        19
   901090     921808        19
    64224    1033734        19
   681858    1066175        19
   413121     981647        19
   665385    1055421        19
    13896     165550        19
   553188     713330        19
   435397    1018591        19
   553834    1057910        19
   589095     977011        19
   128834     899779        19
   410081     685867        19
   797220     994909        19
   386521    1181054        19
   400923     775655        19
    47295     178972        19
   107533    1112806        19
   130449     935298        19
    87309     491452        19
   430590     718327        19
   548058     948180        19
   320404    1070146        19
   640156    1162529        19
    51456    1154587        19
   486721     714071        19
    87632     938471        19
   388136     440394        19
   912072    1094406        19
   933151    1111210        19
   385438    1036432        19
   594852     828730        19
   203699     542035        19
   143339     575122        19
   851226     885244        19
   752980     952341        19
   127553     165892        19
   216912     922473        19
   186770     677108        19
   289247     748534        19
   125474     267297        19
    73914     491015        19
   382341     961974        19
    59702    1122724        19
   462355     678989        19
   802977     990577        19
   328270     888664        19
   945102    1041114        19
   231903     439786        19
    41082      91337        19
   108958    1045161        19
   628908     803224        19
   184280     698368        19
   133868     938622        19
   359570     941301        20
   274174     869169        19
    52120     218868        19
   698634    1068397        19
   134457     536497        19
    32390     193875        20
   911178    1087823        19
   169224     681914        19
   239027     274364        19
   539906     765481        20
   872494    1004340        19
   179788     860467        20
     5991     400561        20
   174069     882982        19
   690882     951257        19
   837545     959142        19
   372688     485143        20
   592381     630560        19
  1003675    1183067        20
   677791     904851        19
    26291     777725        20
   210337     891076        20
  1070411    1183865        19
   232871     737209        19
   217671     907226        19
  1002022    1166860        19
    30452     414116        19
   275618     695708        19
   227456     538481        19
    20572     126480        19
   141723     244640        19
   570352     648021        19
   262014     689533        19
   321980     609633        19
   298328     344560        20
   644088     686037        19
   687861     926177        20
   427188     819202        19
   680033     959503        19
   168426     641751        20
   697095    1020566        19
   889708    1178032        19
   246635     284043        20
   751820    1206397        19
   758774    1133667        19
     9715    1133667        19
   717338     998754        20
   354611    1048827        19
   868219     931763        19
   268151     390434        20
   421165     429297        20
   362800     602736        19
   549463    1063267        20
   778580     966324        19
   103238     183482        19
   415750    1051430        20
   235607     775388        19
   257427    1071855        19
   155365     185344        20
   618411    1188463        20
   592020    1096115        19
   107437     306612        19
   304731     523805        19
   384088     828463        19
   204675    1157987        19
    80164    1029382        19
   314923     918159        19
   659532     890962        19
   769023     944759        20
   217994     706603        20
   382264    1077137        19
     9373     403563        19
   483433    1071608        19
   778656     926709        19
   573012     980791        19
   999058    1038331        20
   148126     985807        19
   218849     292780        20
   572784     666942        19
   572784     630332        19
    81133     477288        20
   277594     559609        19
   451261     902457        20
   165530     980753        19
    43152     929787        19
   178553     749483        20
   528213     856363        20
   369754     601824        19
   338035    1130855        19
   984363    1047307        19
   629306     865597        20
   373961     459466        19
   527643     813274        20
   523653     976592        19
   405083     523653        19
   717737    1002630        19
   822090     908233        19
   359285     666676        20
   321049    1209029        20
   321049    1196339        20
   956672    1175847        19
   501407     906694        20
   520054    1092505        19
   477687     520054        19
   213567     472880        20
    41480     557671        20
   652152     822546        19
  1112881    1187532        19
   195908     252411        20
   227627     609082        19
   484668     744638        19
   110059     266479        19
   934936    1145333        20
   230382     465622        19
    77504     533552        20
    30623     873292        19
   778067     950592        19
    46534     952910        19
   198150     314657        19
   302945     920097        19
   208228     969725        19
   549843     874223        19
   315778     660900        19
   376868     526921        20
   259669     519370        20
   744866     943106        20
    53754     226981        19
   338282    1078410        19
   436973     811963        20
   699869    1170432        19
   279616     348835        19
   418429    1138075        19
   735624     757501        19
   798815     911064        20
   256268     467522        20
   142483     317545        20
   535813    1207447        19
   463437     552636        19
   443471     619570        20
   857997    1121735        20
   720283     760693        20
   640554    1167696        19
   239635     668177        19
    28856    1131064        20
   340638    1023416        19
   255090     395260        20
   319662     581000        19
   131721     260665        19
   334558     611666        19
   618506    1147157        19
   281003     755658        19
   368348    1166879        20
   168882     462050        20
   984059    1124262        19
    46458     643575        20
   556341     793153        20
   787681     851054        19
    47465     221851        20
   580164    1015417        20
   460891     580164        19
   946184    1169558        19
   586567    1111266        20
   133298     870898        19
    85123     869055        19
   744353     779511        19
  1176721    1206188        20
   995003    1056522        19
   716255    1035272        19
   692231     974000        19
   166005     500799        20
    13002     586643        19
   180073     354155        19
   481989    1163725        19
   451394     844537        19
   686113    1125934        19
   617822    1040828        19
   426390    1204397        20
   233688    1095013        20
   257921     444459        19
   555543     737551        19
   246464    1135909        20
    87954     246464        19
   205131     513005        20
   128377     341208        19
   507666    1182193        20
   366657    1208839        19
   538405     815839        20
   299639     352388        20
   112518     703297        19
  1005613    1052342        19
   728423    1005613        19
   673497     719010        20
   555752     593331        19
   378483     731140        19
    23612     282713        20
   796953    1205971        19
   607733     823078        19
   928305    1195045        19
   467541    1055971        19
   412683     472481        19
   437429     477155        19
   793742     878403        20
   346061     793742        19
   439823     948046        19
   162110     247281        19
   278829     566495        19
    13059     347448        20
   401245     914256        19
   443376     745018        19
   628394    1024366        19
   627235    1021820        20
    11406     193419        20
   613699    1168152        19
    77751     219533        19
   543630    1075294        20
   852905     879980        19
   803394     893394        20
    30718     893147        19
   106487     180681        20
   579537    1111361        20
   840680    1111361        19
   647717     725934        19
   547107     674390        20
   976611    1013004        20
   422989    1019122        19
   319054     927507        19
    43323     927887        19
  1044495    1089590        19
   206176    1157550        19
   134818     395393        19
   113088     865635        20
   781810    1114648        19
   106886     510725        19
   269006     538310        19
   229603     336534        19
   289968     850978        19
   497189     890563        19
   330720     845088        20
   169927     824579        20
   469498    1182136        19
   412284    1065509        19
   431140     687766        20
    35571     464900        20
   350811     478314        19
   566058     616568        19
   413413     887998        20
   887998     903426        19
   887998     902305        19
   221224     373068        19
   739147    1071551        20
   469004     570523        19
   168749     560768        19
   323139    1186848        19
   473659     542661        20
   491622     970656        19
   425022     506526        20
   461119     792089        20
   282010    1141590        19
   155384     314999        19
   412037     429430        20
   630408     631548        20
   230192     936209        19
   379509     453275        19
   588600     670780        19
   652209     891228        19
   459713    1174650        20
   171846     558944        20
   918691    1145865        19
   486872     557861        20
   210432     371529        19
   600684    1076529        19
   444421     731121        19
  1055819    1119113        20
   252829    1119113        20
   300589     740743        19
   751022     845525        19
   251936     623739        19
    68422     924334        19
   320213     495992        20
   476984    1102461        19
   622770    1154472        20
   543915     592571        19
     4357     801266        19
    65781     469764        20
   469764     589170        19
   832928     966875        20
   215904     719732        20
   215904     370712        19
   810272     855109        20
   940693    1005575        19
   768947    1046604        19
   468320     930509        20
   160571     258605        19
   225518     769631        20
   325248    1126789        20
   340942     741902        19
   761244     772310        20
  1161825    1197088        19
   536915    1161825        19
    46154     699603        19
    46154     398072        19
   329181     621147        19
    92571     809645        20
   353585     985294        20
   278810     802786        19
    12755     960833        20
   170060     551971        19
   652000     795642        19
   107304     255470        19
   726257     839654        19
   428252     926481        20
   963284    1135852        19
   623587     827323        20
  1007456    1091110        20
   166328    1007456        19
   589873     698881        19
   321372     751630        20
   670419    1208440        19
   129517     338947        19
   511656    1029838        20
   101110    1092961        19
   549216     965545        20
   230059    1146587        19
   680926     899151        20
    70569     513385        19
