Long Exact Matches:
   Start1     Start2    Length
  2708865    3147747        54
   828556    3147747        54
    88869    3147747        54
   957542    1975683        54
   283391    1702547       126
   283391     614479       126
   283391     848419        72
   887667    2548131        90
   117253    2737005        90
  2086956    2737005        54
   147121    1740890        59
   147121     829590        55
  2041278    2691034        54
   934473    2727151       163
   107327     934473       108
   934473    2375671        93
   934473    1656485        91
   382959     934473        91
   934473    2974386        73
  1575526    2380076        54
   109559    2729293       306
   909741    1504931        54
  1504931    1761442        54
   465835    1504931        54
    59479     740997       504
   740997    2030511        72
   446168     740997        57
    89805    3156928        54
    57931    2678372       352
   437241    2678372       324
  1136927    2678372       289
  2028932    2678372       108
    67443    1463514        54
    46277    2017869        75
  2260395    2915230        56
  2171308    2576882        90
  2171308    3132918        54
  2177148    2830114       108
    46349    1637180       216
    46349     597663       216
   663595    3007851        55
   663595    2595173        55
  2239574    3163811       162
  1861430    2239574       162
  2239574    2893537       108
   109433    2079239        90
   109433    3171913        72
   109433     530656        55
  2161629    2552904        54
  1722257    2393551       238
  1722257    3021390       180
  1722257    2681126        54
    45647    2988247       108
    45647     596943        72
  1028942    1439208        54
   464256    2261781        54
  2647603    3152048        72
  1851942    2647603        72
    26746    2647603        72
   673295    2133607        72
  2206486    2860213       126
   242669    2860213       126
   971083    2221450        55
  2221450    2442041        54
   762019    1758536       289
   276057    2238674        54
  1961606    3161087       108
   887047    3161087       108
  2785766    3240549        57
  1847472    2785766        57
  1719703    2921111       162
  2199556    2500014        54
    53125     612411       144
    53125    3073782        72
  1794788    2190589       270
  2190589    2467715       126
  2190589    3023725       108
   502297    2190589        72
  1799055    2901902       216
  2247723    2901902       108
   440963    2901902        77
   285389    2901902        54
   264812     414930        54
  2152685    2804862        54
   215602    2834092       180
   215602    1329843        54
  1812874    2214414        90
  1958687    2168266        56
   202184    2168266        56
   839394    2168266        54
  1306582    2811085        54
  1849707    2838574       216
  2066577    2362643        57
  1481286    2601699        54
   720264    2349005        72
   276075    2349005        72
  2349005    2892565        54
  1384947    2076719        60
  2416975    3163070        76
   357031    2416975        55
  1878508    2415056       146
  2106477    2756502        54
   137231    2756502        54
  2237041    2890891       216
  2222309    2442905        54
   259057    2442905        54
   184009     784063       108
  1469123    2422216        72
  2108385    2758464        54
  2256147    3115839        90
   293885    3115839        90
   448390    3115839        72
  1449067    2748983        54
   129514    1449067        54
   930911    2077043        54
  2077043    2974170        54
  1656269    2077043        54
   382743    2077043        54
   185611    2804088        95
   358317    2380850       108
   791369    1665872        90
   791369    2596802        72
  1716982    2745203       306
  1716982    2095144       180
    27286    1999560       162
  2523468    2799768        74
  1920972    2523468        74
   557578    2523468        74
  1482135    2799768        54
  1482135    1920972        54
   557578    1482135        54
   731562    3031577        54
  1893143    3031577        54
   393874    3031577        54
   911445    2924772        54
   344050    2924772        54
  2401549    2951322       144
  1633824    2951322       144
   580863    2951322       144
   724748    2951322       108
   673740    2133985       109
   405532    2884645       198
  2322523    2884645       108
  1734074    2884645       108
  2162295    3013049        57
  2162295    2553570        57
   400278    2369707       162
   739515    2369707       126
  1251598    2369707        54
   250116     835525        54
   836531    2656686       180
   836531    3197596        54
   836531    2531767        54
   127737    2097160       162
   611359    1530224        72
   114666    2084418        94
   180720    2522892        72
  2317141    2878931        72
  2878931    3108476        72
   407106    2878931        72
   742978    1100960        72
  1483156    1986085        54
  1827306    1986085        54
   574867    1986085        54
  1063083    1682141       127
   467746    1063083       127
  1063083    2794262       127
   849304    1063083       127
   175613    1063083       127
  1610266    1682141        54
   467746    1610266        54
  1610266    2794262        54
   849304    1610266        54
   175613    1610266        54
   148309     687636       180
   148309    2116496        90
   297827    2260017        72
   297827     419847        72
   237017    1319985        90
   636848    1319985        72
   685761    2382578        54
   294911    2308863        54
  2072962    2722741        54
   691466    2072962        54
   102922    2072962        54
    55609    2026664        90
   665491    1182306       108
    48360    1182306       108
   665491    3068738        92
    48360    3068738        92
   665491    2019790        72
    48360    2019790        72
  2019790    2668875        54
  2668875    3068738        54
  1182306    2668875        54
  2281321    3049308        54
  1659499    2427223        90
   851844    2913664       108
   296729    2913664       108
  2677814    2970726       108
  1866029    2677814       108
   436611    2677814       108
   681430    2380562        54
   235199    2852820       126
  2499852    2852820        72
  2199412    2852820        54
   779051    2232582       252
   779051    2886481       144
  1231125    2988283        55
  1231125    2017293        55
    45683    1231125        55
   438612    2150129        54
   438612     783726        54
  2510224    3244606        57
  2286364    2886031        72
   778547    2886031        72
  2232132    2886031        72
   269294    2886031        72
  2022714    2671876       273
   376652    2022714       273
    51402    2022714       273
  1357022    1981343        54
   350259    1357022        54
     8468    1357022        54
   503125    2191345        73
   503125    1166627        73
   225988     503125        54
  2468435    3024499        72
  1780175    2303370        72
   386899    2303370        72
  1909189    2014179        72
    42412    2014179        72
  2014179    2663071        54
  2281501    3049488       127
  1473056    1871224        54
   395839    1473056        54
   832947    2717688        90
   486442    2717688        90
   189283    3103190        72
   655536    2757888       127
   138653    2757888        90
   332217    1918261       220
   332217    2020258       126
  1769929    3191369        58
   341483    3191369        58
   700845    2356283        54
  1865234    2356283        54
   388347    2356283        54
  2042569    2691929        72
   402356    2210837       127
  2210837    2864546       126
   321210    1995278       162
    22809     321210        54
  1918495    2669554        72
  1461117    2168356        54
   350529    2629618       144
   791158    1665602       145
   858820    2274722        72
  1471078    2728843        54
   534936     811888       111
   811888    1936995       109
   811888    2649835        72
   811888    1487729        54
  1741667    2704177       180
    84140    2704177       180
  2460568    2704177       162
  2824300    3028542        57
   205815    3028542        57
  1982058    2630104       288
   351033    1982058       288
  1746780    1982058       108
  2171128    2823873       144
  1541857    1858228        54
  2106153    2756160       144
  1706649    2106153       144
   653720    2106153       144
   624613    2106153       144
  2106153    2620327       109
   187951    2154282        72
  2635535    2992926        54
  1796771    2635535        54
   587041    2635535        54
    14655    2635535        54
   296081    1399597        72
  1399597    2912697        54
  2028158    2677652        54
   484945    2028158        54
    57193    2028158        54
   581506    1928073       324
   581506     794434       324
   271112    2233950        54
   997686    3052855        90
   997686    2143772        90
   358353     681767       109
   681767    2380886        72
  2010543    2659363       108
  1245768    2335633        72
  1330180    1762576        54
   714370    1330180        54
    79730    3035648       162
    79730    2050312       162
    79730    2699695        72
    79730     622334        54
   195830    2161557        72
   554453     806841       163
   278464    2288033        54
   106859    2726683        90
   129213    1019844        56
  1019844    2748713        55
  1983660    2631724        54
   389962    1983660        54
    10875    1983660        54
  1453933    2128703        72
  2038835    2688532        54
  2038835    2435730        54
    68091    2038835        54
   210855    2829340        90
    83348    2703385        72
  2459848    2703385        57
   227464    2166664       147
   468101    2166664       146
  2166664    2269836        54
  1808054    3083471        72
   586758    3083471        54
   269420    2886157       108
   269420     778709       108
   269420     567292       108
  1483516    2634617        54
  1483516    1986481        54
   575299    1483516        54
   129141     337682        54
   645701    2055401       126
  1678939    2055401        54
  2575748    2822942       162
  1961009    2822942       145
   367285    2575748       145
   367285    1961009       145
   204452    2575748       126
   204452    1961009       126
  2072602    2722363        54
  1218810    1321513        90
  2196537    2849742        90
  1896345    2196537        54
   832013    2196537        54
   232139    2196537        54
   220912    2839420        90
  2043806    2507758        90
  2043806    3066066        72
  1724361    2542214        54
  1984285    2632372        72
  1020673    1984285        72
  1653684    2762355        91
  1194450    2762355        91
  1201281    1679263        54
  1201281    2705203        54
  1201281    2055725        54
   646025    1201281        54
   839605    2168428       108
  2168428    2820854        72
   202382    2168428        54
   169048    2787962        90
  2583011    2920499        90
  2583011    3205222        72
   646992    2056931        54
    39136    2659831        54
   104267    2074325        54
   462381    2085534       126
  1821938    2734485        72
  1516577    2734485        72
  1638520    2102352       126
   641627    2102352       126
   218500     520692       324
   218500    2837080       216
   218500     869513       108
   218500    2183898        72
  2089543    3215754        72
   119948    3215754        72
  2275658    3051528        54
    56203    3256626       162
   762495    1137416        54
   762495    1977905        54
   762495    2625874        54
   762495    1938888        54
   454809     762495        54
     4922     762495        54
    77292     327534       145
    77292     826948        72
   849803    2142548        72
  2142548    2794748        72
   176099    2142548        72
  2005323    3122745        54
   123350    1695685        90
   178974    1470458        54
   806036    3120569        54
   113231    2083050        90
  2795558    3052423       252
  2143376    3052423        72
  2117918    2768673        58
   689120    2768673        54
    15393    1797545       144
   993745    2777172        54
   993745    2126296        54
   158312     993745        54
   978553    2701585       108
   978553    3219255        90
   978553    2052202        72
  1472130    3178853        54
  1188245    1472130        54
  1472130    1797329        54
   587599    1472130        54
    15195    1472130        54
    67569    2688010        72
   578553    2826172       144
  2213136    3172623        72
  1790959    3172623        72
  1076920    1626929        54
  1076920    2853324        54
   235703    1076920        54
  2243709    2897888       108
   258445    3011871       216
  2875205    3011871       162
   137303    1707081       144
   137303     625045       144
  1559758    1633554        72
   580593    1559758        54
  1379672    2587108        54
   566034     734908        54
  1957324    3058401       144
   748565    3058401        55
    53539    3074178        54
  2109231    2759346       108
   140106    2109231       108
   142896    2762072        72
   697658    2904386       126
   951262    3071467        72
  2120744    3071467        54
   414858    3071467        54
  2771463    3071467        54
   152611    3071467        54
   863534    2949118       127
   508297    2949118        92
   863534    2916526        90
   508297    2916526        90
  1922924    3158325        72
   258337    2875097        54
   124124    2743552        72
  1484838    2435105        73
  2082762    2732739        90
  2626324    3056047        73
   466105    1505165        54
   590824    1709514       145
   590824    2129701       108
  2160446    2813101       162
  2281753    2813101       126
  1698576    2745959        54
   126495    2745959        54
   243551    2861095        54
  1573718    1834170        54
  1036857    2707556       126
    87609    1036857        90
  2396833    3045252        90
   761785    2510008        72
    75474    2510008        72
   761785    1758302        54
    75474    1758302        54
  2287475    3145044        72
  1862330    3145044        72
   472057    3145044        72
   178313    1255663        55
   246143    1359435        72
   163486     313982       180
   947577    2780466        72
  1745813    2138809       342
   155486    1915696       252
  1915696    2123529       236
   728241    2123529       144
   155486     728241       144
   568321    2123529       108
   155486     568321       108
    70624     362118       270
   362118    2691142       198
   362118    2041386        90
    32797    2004973        54
   106481     949440       234
   949440    2726287        90
   949440    2076521        90
  2566973    3123010       108
  1928235    3123010       108
   794596    3123010       108
   581668    3123010       108
  2240564    3145242        54
  2575550    2822744        54
  1960811    2822744        54
   367069    2822744        54
  1755918    2808102        54
   189571    1755918        54
  1402856    2568439        54
   407628    3108980       270
   262783    3108980        90
  1497660    3256806       108
  1008369    1497660        54
   800539    1497660        54
   423157    1711381       180
  1117972    2158178        72
   957735    2623724        55
   243119    2969440        54
  1548202    3222149        55
     4279     773330       108
   773330    1860612        72
  2016375    2665370        54
  1785527    2016375        54
  1565424    1632893        72
   460210    1565424        72
   146275    2114431       198
  2114431    2765163       108
   765330    2810293        91
   765330    1039771        72
   330489    2018530        54
  2505638    2772921        54
  1493388    2321749        54
    81890    2701891       342
  1786898    2743984       289
   124556    2743984        90
   831056    1284067        54
   246071    2863651        73
  2045745    2695074        54
  2045745    2509594        54
  1755486    2807688       162
  1791355    2867223        57
   249324    2867223        57
   865322    2518605        90
   235469    2500104       108
   235469    1318509        54
   740377    2391679        54
  2391679    3085791        54
   610500    2391679        54
   147481    2766423       270
   936519    2115673        54
   573918    2115673        54
   547889    2655732        72
   202580    2168626        54
   221578    2840086        90
   702476    2977956        72
    64388    2230980        56
  1521708    2409236        90
  1708547    2297327        54
  1462326    2939039       216
   325461    1462326       216
  1859200    3002406        58
  1302042    1635925       108
   449146    1302042       108
   294569    1302042        90
  1302042    2256849        72
  1302042    2911149        54
  1118850    1585747        54
   689763    1172177        90
  2076917    2726791        54
   930767    2076917        54
   382599    2076917        54
   512306    2772507       216
   883710    2772507       180
  2121716    2772507       162
  2081165    2414251        56
   185395    1376925        72
  1325332    2513125        54
   630603    1325332        54
   316215    2042641        72
   316215    1810392        72
  1485890    2754468        54
  1485890    1643682        54
   581331    1560478        54
   507510    2708114       144
    88149     507510        75
  1995872    2644391        54
   893260    1995872        54
  1226902    2990912        55
    73206    2507866        54
  2824372    3028614        54
   296837    2259027       167
  2796399    3053305        91
   177737    2796399        54
  2015799    3145723        72
   512036    2772255       252
  1628431    2772255       144
  2121464    2772255        72
   606588    3033282       180
   606588    1730281        72
   606588     743539        54
   709696    1374924        72
   331875    3068828        72
   756674    1353868        72
  1353868    2044256        72
  1353868    2693562        72
   628597    1353868        72
    57877    1136873       343
  1136873    2028878       162
  1787384    2094442        54
   125037    2094442        54
  1761838    2315472        90
   466231    2315472        90
   713606    2315472        72
  1629964    2514794        90
  2186148    2839294        54
  1986139    2634275       126
  1827378    1986139       111
   574939    1986139       111
    13395    1986139       111
  1999115    3152156        54
   559242    1826537       253
   559242     877049       234
  2920396    2980181        60
   567539    2980181        55
  2265453    2980181        55
   303389    2980181        55
    55357    1400428        54
   742636    1943150       343
   731436    1893017       234
  1893017    2834218       144
  1893017    2181144        90
   215728    1893017        54
  2273373    3152560        54
  1701117    2216955       252
   253549    2216955        54
  1641537    2253141       198
   290861    1641537       144
    70498     715518        72
    70498    1831750        54
    70498     536729        54
   259525    2876267        90
   259525    3237542        55
   259525    2222759        54
  2430224    3182971        54
    41746     366102       126
   366102    2662405       108
   366102    2013531        72
   137447    1351041        72
   548303    3144514       108
   548303    2007357        54
  2074937    2724685        54
   566775    3186868        90
   163846    3186868        90
  2131285    3186868        72
  2131285    3082414        55
   566775    3082414        55
   163846    3082414        55
  2782837    3082414        54
  2782837    3186868        54
   486118    2067513       108
   832633    2067513        91
  2067513    2717346        90
  1073905    2067513        74
   496853    2377687        90
  2377687    3172057        54
  1803705    2331130        92
   956137    2331130        92
  1792160    2188033       111
   222622    2188033       111
   749936    2188033        62
  2195943    2849112        54
   335640    2042798       109
  1837027    3075441        72
  1837027    2563697        72
   835206    2693004       162
   835206    2507668        96
    72990     835206        58
   203966    2822456       126
   203966    1960523        90
   203966     366781        54
  2064044    3247242       202
   406229    2064044       202
  1148581    2064044        90
  2119088    2769861        54
  1220075    2244807        72
  1601666    3209679        54
   166402    2785370        90
  2228622    3182868        55
   627833    2160860       162
  1430939    2857945        54
  1430939    2204308        54
  1430939    1789524        54
   258157    2874935        90
  1024810    2881392        54
  1024810    3074641        54
  1024810    1719986        54
   639397    1024810        54
  2036176    2685639       126
  2103252    2753244        54
  2213262    3172749        72
  2213262    3009510        72
  2213262    2866989        72
  1791103    2213262        72
   249072    2213262        72
  2377561    2729149        72
  1008073    2729149        58
   131728    2334180       126
  2788844    3051119        54
   170128    2788844        54
  1494355    3243497        72
   810826    2000118       234
  1889879    2935675        90
   451520    2935675        90
   773366    1146920        90
     4315    1146920        72
  2814613    3012743       126
  2553282    2814613       126
  1697133    2814613        54
   883149    1662783       217
   383777     883149       217
   883149    1088453       216
   883149    2623063        72
   298619    2915662       144
  2260827    2915662        54
  1544812    2253753        72
  2168932    3129960        75
   604623     763465       108
  1921723    2665712       180
   831833    2196393        90
  1936514    2797307        54
  1470278    2797307        54
  2015277    3092388        72
   489155    1856518       108
   250314     835723        78
    86655    1242899        72
  1406506    2331220       108
   104213    1652915        60
  1252582    2291466        54
  2244015    2581720        90
  2244015    3019353        90
  1655212    2244015        90
  1585068    2244015        54
   572313    2125054       252
   572313     834182       145
  2203534    2980526       132
  2202058    2855538        90
  1765081    2202058        90
   643142    2202058        90
   125739     491547        92
    35878    2656614        54
  1262879    2451559        73
   181255    3117660        74
   807160    2833084       217
   554741     807160       217
   214648     807160        54
    71668    1825670       108
    71668    2579184       108
    71668     716665       108
    71668     363144       108
  1003786    2573037        74
  1348811    1901100        54
   371881    1348811        54
   852937    2299325        72
   483366    2299325        72
  1230986    2397301        55
   214864    1884789       306
   214864     554975       144
   214864    3089109       129
  1627765    2771625        72
   152773    1627765        64
   330921    3067838        72
  2109861    2760043        90
   238565     696032       109
   696032    3209571       108
  2856168    3209571        72
   238565    2856168        72
  1492310    2975397        54
  2801316    3165627        54
   384852    3165627        54
  1345257    2631958        54
  1345257    1983876        54
    11109    1345257        54
   751390    2102802        55
  1903970    2805942       180
    20163    2641115        54
  1165100    2826910        73
  1165100    1929521        54
   563424    1541497        54
   269546    2886301       198
   269546    2286670       182
   748017    2214967       163
   250908    2214967       163
    40540    2012361        72
   409531    2772813        90
   153979    2772813        90
   409531     884016        54
   153979     884016        54
    28744    1578211        54
  2167384    2819738       216
  1957751    2167384        72
   201248    2167384        54
   508909    2327170        72
   356977    1977694        73
   668344    2337176        54
  2062771    2712465        72
  2137189    2789078        72
   459652    2137189        72
  1632335    2137189        72
   170380    2137189        72
  2170444    2576036       126
   204740    2170444        90
  1758896    2510566       198
  1758896    3244894        54
   283913    3182369       126
   283913    1683998       126
   283913     460979       126
  2900444    3182369       108
  1683998    2900444       108
   460979    2900444       108
  2246247    3182369        72
  1683998    2246247        72
   460979    2246247        72
   617856    3105456        55
  2914204    2993659        54
   419253    2993659        54
   297233    2993659        54
    10623    1983426       180
   115255    3025965        54
    24915    2984877        55
    24915     996857        55
    24915     323370        55
  1997294    2984877        54
   996857    1997294        54
   323370    1997294        54
   217708    2183088        54
    11577    1984357        72
   344585    2170894        90
   205154     344585        54
  1742022    2607198       108
     1597    1974770        54
  1696207    2743318        90
  2180406    3089253        90
  1884915    3089253        90
   214990    3089253        90
  2180406    2833462        72
  1884915    2833462        72
   214990    2833462        72
   923773    2831176        75
   278194    2240618       126
   263089    2226192       162
  2308773    2911401        57
  1636177    2308773        57
   449398    2308773        57
   294821    2308773        54
  1068709    2352564        54
  1068709    2213604        54
    13161    2634023       164
  1827126    2634023        90
   574687    2634023        90
   149695     689012        90
  1784884    2819162        72
   534491    2083374       216
   113591    2083374       162
  2083374    2733387        72
  1213584    2759022        76
    65576    2036482        72
  1037140    2707862        54
  1037140    2058294        54
  1037140    1945689        54
  2117972    2768745        90
   194282    2812687       270
  2364821    2718660        90
   487432    2718660        90
   740022    2678930       217
   353816    2083950        72
   353816    1821326        72
   114203     353816        72
   183073     730749       145
   183073    2801622        54
   291311    2907788        90
   588440    1054202        72
    94588    2064602        54
   254593    1379582        54
  1552001    3179658        54
  2081610    2731569        72
   111773    2081610        72
   157772    2125738       129
   696225    2856343       289
  2202778    2856343       200
  2856343    3209751       144
   238745    2856343        90
   958345    2451451       113
    69441    2040185       108
   186205    3137731       129
  1758824    3244840        59
  1758824    2510512        59
  2695902    3244840        54
  2510512    2695902        54
  2443769    2876663        54
  1922083    2666054        72
  1020243    2666054        72
    45377    2666054        72
  1656017    2076827        92
   930659    2076827        92
   382491    2076827        92
   176297    2794928        74
   173813    2966547        57
    79892    2699875        72
  1462128    3140447        54
  1168762    1462128        54
   325245    1462128        54
    66008    1462128        54
  2081219    2731173        72
   692595    2723875        54
   104087    2723875        54
   692595    1652753        54
   104087    1652753        54
  1961202    2053925        73
   838154    1888359        92
  1108762    1765863        55
  1357184    2629474        54
   350367    1357184        54
     8576    1357184        54
  1950339    2209690        54
   410902    3164611        72
    50754    3164611        72
   135971    2931668        72
   135971    1644492        72
   135971     652766        72
   135971    2755278        54
   270896    2887669        90
  1783755    2087622        61
   117919    1783755        61
   279490    2289041       126
  2289041    2896021        54
  2230404    2884213        54
  1733660    2884213        54
   405118    2884213        54
  1048338    2891881        54
   541274    1043677        54
   256573    2219907        90
  2678264    2971212        74
  1866515    2678264        74
  1357485    2916724        58
   816680    3001398        90
   136907    2999240        54
   126657    2746139        90
   126657    1698774        90
   126657    2946266        54
   760764    2646060       144
  2415267    2646060        90
  1261714    1832766        72
   442506    1261714        72
  1921957    2016861       108
   297539     419577       162
   419577    2259747        54
  1051265    2897348        72
  1041481    3121140        72
  2308323    2910902       198
  1635673    2308323       198
