Long Exact Matches:
   Start1     Start2    Length
    38877      97506        19
    53419      79165        19
    77354     184259        19
    60977     219158        19
    38793     207600        19
    57995     216386        20
    23566     107368        19
    64117     117802        19
   115264     151240        32
    57364      90268        19
    16805     227399        31
    35369     139295        31
     4295     212261        32
    53186     111200        31
    64805      91973        31
    55259      94826        32
    89339     123980        19
    23354     117278        46
    24348      67041        45
    67041     188040        30
    29571      66519        45
   131613     227085        31
    30024     109416        30
   123924     223920        20
    21678     224559        30
   131682     204564        50
   129381     215727        30
    18057     201831        30
     3795     201831        30
    66693     114120        30
    19173     125061        19
    74535      94278        30
    16878     127872        45
    23850      53904        30
    75189     223503        45
    47952     223503        45
   160929     203286        30
    30516      53676        30
   125364     187212        30
    73731     170964        30
    30600     121428        30
    77841     109272        45
   121110     151038        45
    10524     142722        46
   130380     173208        61
   130380     185688        19
   176541     213192        21
   145461     176541        21
    60764      75281        19
    92820     225291        52
    30792      90180        21
   139264     184399        21
    24427     126733        21
    46413      85848        20
    90861     169299        19
    96948     189162        19
    44876     203477        19
    44135     202976        21
    46897      61606        19
   102168     169368        19
    40667     197768        19
    39449     192395        20
    38789     189155        19
    47505     147468        19
   156658     219382        21
    20948      51827        19
    29877     203670        22
   127942     224500        32
   169186     173134        69
    57322      94150        32
    75160      97402        19
    67096     132658        19
    44504     118505        46
    20558     214343        31
   167348     169373        39
   213752     221699        19
    43898      53114        47
   157349     182501        36
    92084     147089        32
    35135     183251        20
    36688      41551        19
    78763     126118        19
    86703     163191        19
    92337     168774        20
    54494     132119        19
    60067      84601        20
    85743     157761        19
   215721     224082        19
   183382     227539        20
    23311     141973        32
    14871      84459        19
    26420     200126        19
    44910      74064        33
     3088     101635        21
    15032     151763        22
    32261      78470        19
    12780     197067        30
   168489     190386        20
    20112     203730        46
   135471     186306        19
     2355     186306        19
   151302     194967        32
     7443     148797        45
    71181     152757        46
    64320     195858        30
   115467     202398        61
   153990     198267        45
   152382     196383        60
    29259     201630        30
   155727     200415        30
    39072     171345        46
     9201     150213        30
    51231     193431        23
     9276      51231        21
    19332     225051        76
    42975     126501        30
    24126     157083        45
     5844     147417        46
      846     127488        30
      846      41298        20
   190668     202413        36
   115482     190668        36
     5025     188904        46
    20664     129210        45
      237     184347        46
   144807     186570        19
    91932     161133        30
     9933     150525        20
     9426     109551        20
   149178     191931        32
     7845     191931        32
    25782     147282        31
   152073     196128        75
    64458     152073        31
   154476     198819        31
    27954     154476        31
    14481     154476        30
   127887     150048        46
    16893     150048        30
    20604     214374        30
    15342     155142        45
     7830     149163        60
   127050     164412        19
   135369     194535        63
    47610     194535        61
     6123     147639        21
   174426     226743        31
   114267     209250        30
   140661     153444        45
     7770     191841        32
      594     164103        30
      594      70719        30
    12438     152637        60
   112041     142947        30
    42522     143475        31
   131097     206970        19
   151968     196008        48
   133527     196008        46
   130551     191691        31
     1026     184986        90
     8724     192897        30
     8652     149934        31
    13125     197409        45
   151863     195873        45
   152427     206553        30
    21144     179001        45
    21144     213078        30
     4668     113538        30
     4935     188784        30
     8160      25599        30
      711      24012        31
   148956     175182        30
     7680     175182        30
    46557     151170        36
   140820     188145        19
   111762     220239        19
    53145     189537        20
   151848     195798        20
     7233     148578        30
   128949     177651        30
   149847     192687        21
   123822     195129        30
    34581     160377        30
     5694     189552        33
     5694     111375        31
    53058     147225        24
     5562     147225        19
   159438     200028        19
   155802     180870        20
   121809     197142        31
    48012     197142        31
   150864     218142        48
   146223     188160        23
   149001     191751        30
     3471     187302        45
   187302     204639        20
   131757     187302        20
    30948     221367        19
     5367      73647        46
    64161     187377        46
    72435     153414        30
    10569     115554        31
    57408     206985        20
    40224     206985        20
     8946     193164        30
     7665     191706        30
    38727     211746        30
   143181     184509        30
   120144     150318        33
    57228     194295        20
    10467     150966        30
    33936     206757        30
    23748     123459        30
    14094     198372        30
     1131     143670        30
    55218     138441        30
   155457     199911        48
    15657     199911        48
    19494     221898        45
   154296     160056        21
    25542     160056        21
     7950     192036        19
     4005     145743        34
    10749     194847        30
   128535     178926        30
   150273     193686        30
   151908     195933        19
   184026     202341        36
   163851     213465        37
     6537     148092        21
    48435     113568        32
   113568     188490        30
   110760     157188        60
    24246     157188        45
    11064     195219        30
     2354     135470        51
    41081     149621        31
    11108     195293        31
    11108     141704        19
    36224     189596        31
   168251     220328        31
    27953     198818        32
    14480      27953        31
       71     111995        31
   174146     187922        31
   145958     174146        31
   126152     190013        48
   146603     188678        31
   120053     219770        31
    23201      77456        34
   145712     187730        31
   154547     198968        31
   154547     162113        31
   146795     160229        20
     9455     193655        19
     1220     185195        46
    50297     212534        31
    19952     207806        62
    81842     207806        46
     5561      53057        20
   147326     223226        31
    10853      45323        49
     8291     192506        31
     8471     192641        31
   173078     188189        31
     7799      52769        31
   155485     159376        23
    15685     159376        23
   159376     199939        20
   138541     159376        20
   133453     159376        20
   132943     143713        32
    45181     143713        32
    39157     120892        32
   116173     190993        47
    15550     110008        32
   110008     199834        20
     6949      49054        32
   132958     185254        32
    45196     185254        32
     5155     189061        32
   148018     190579        21
    15549     199833        21
   188097     208959        22
     1638      17808        34
    18802     121294        19
    18802      60298        19
     4264      18802        19
    12583     152767        20
    12583      71191        20
   145324     190099        19
    26957     167057        22
    26957      70811        22
    15182      33416        20
   155701     189586        19
    98504     198422        20
    62603      95168        19
    31016     209462        19
    31016      40916        19
   122008     184471        19
    23193     181221        19
      451      66238        19
   157969     224266        21
    76866      77223        19
   118266     178071        21
    56154     178071        21
    65168     211913        20
    27122     211913        20
    48794     175304        21
   137996     142745        21
    60449     137996        21
   137996     151133        21
   137996     194675        21
    10547     137996        21
    31463     142745        21
    31463      60449        21
    31463     151133        21
    31463     194675        21
    10547      31463        21
    22384     142522        20
    46777      91018        24
    80155     102442        24
    81295     105604        19
    61156     105604        19
   105604     185590        19
    17785     105604        19
    40780     205750        19
   163578     206589        20
    68136     206589        20
     5433     196464        20
     5433     152463        20
   179341     180157        19
   179341     207847        19
   121675     179341        19
    19993     179341        19
    59461     185863        19
    59461     117868        19
     1885      59461        19
   128470     166366        19
   143920     209581        19
   185431     209581        19
    54265     209581        19
     1456     113272        19
    52354     205300        19
    52354     178876        19
    36321     154248        20
   128724     194856        19
    10758     128724        19
   152067     187473        19
   182227     215155        19
    15166     108271        19
   171546     175986        19
   161125     186562        20
   113544     180078        19
   180078     188451        19
    48396     180078        19
     4674     180078        19
   108371     187103        20
     3236      36494        20
   146451     207768        19
    44037     160476        19
    34680      44037        19
   100456     179068        19
   100456     128677        19
    34632     178857        19
    34632     128451        19
   160428     205281        19
    92902     183652        21
    42805      92902        21
   129604     222235        21
     3761      47087        21
    20811     180255        19
    36420      76107        19
    60665     187487        21
    60665     182729        21
    60665     145514        21
    16685      60665        21
    40265      57434        34
    43436     207053        19
   125567     213806        19
    10985     123818        19
     9256     193411        41
     8227      67291        19
     8227      18742        19
    18463     115105        19
   176946     204789        20
    45819     100413        19
   133053     139869        19
    33609      58338        19
    64913     198659        19
    91673     161675        19
    37385      91673        19
   176564     213200        23
    69140     213200        23
   145469     176564        22
    69140     145469        22
    69953     219395        21
     4865     172283        21
    26221     158479        22
   153511     196675        19
   152704     153511        19
    12505     153511        19
    71083     140623        19
    62111     176045        19
    39998     176045        19
      870     127542        21
    35062     207667        20
   109165     177952        20
   122414     132041        19
   165839     175985        19
     4126     196717        19
     4126     152731        19
     4126      71125        19
    52126     147658        20
    48103     147658        20
   116545     124306        19
     2011     116545        19
    26602     124306        19
     2011      26602        19
    35691      70983        20
   158005     216028        19
   193128     205179        20
   108811     185710        22
   177718     219133        22
   173245     177718        22
   130417     177718        22
    20062     177718        22
     1735     177718        22
     9148     216541        21
   197044     211927        19
   181522     227224        19
   166035     192072        19
    93060     166035        19
    52992     166035        19
    18475     223351        19
   143752     213946        20
   132982     213946        20
    45220     213946        20
   136669     143752        20
   132982     136669        20
    45220     136669        20
   160758     162450        19
    13386     218238        21
   141153     218106        19
   117112     132838        20
    21238     117112        20
    55483     132838        20
    21238      55483        20
    52617     166140        19
    12581     174698        19
     2597     120653        23
     2894     104633        23
    54786     194424        19
   133734     169050        36
    32130     169050        36
    34434     155019        19
   112572     146145        19
   151461     195156        33
    58101     165300        19
    67308     115866        19
     9045      33510        20
    59025     188673        20
    13626     188673        20
   151488     185727        20
     1752     151488        20
   179682     199950        19
   138552     179682        19
   133464     179682        19
   183819     193263        20
   135566     211001        20
   121144     210640        19
   151072     169690        19
   184857     223440        19
   202434     223440        19
   148098     223440        19
   115503     223440        19
    13861      27034        19
   198124     217666        19
   153892     217666        19
   115630     217666        19
   112803     155865        21
    16218     179886        21
   100937     134189        20
   137059     193291        19
    86830     193291        19
    45490     193291        19
    67661     113267        19
    91463     204800        19
    22853     105545        19
    74016     150339        19
   130012     150205        23
   179306     185156        19
    63122     179306        19
   130837     226501        19
    69916     226501        19
   176065     200350        19
   181507     216700        19
    61673     162491        19
   158855     206057        20
   116993     178172        19
    29340     136119        19
    42626     198482        21
    80630     213140        21
    82969     185380        20
    54214      82969        20
     1405      82969        20
    50497     143869        20
   110679     157122        21
   135363     148176        20
    47604     148176        20
    24165      53316        36
     6576     207198        20
   161733     172152        20
   140243     151427        19
    10967      82559        19
    56992     160981        20
     7940     202448        20
   140801     146174        34
    52940     192032        19
    15173      68384        21
   137645     219665        19
     7931     149249        19
    29449     165694        19
    13120      64684        19
    59686     221362        19
   160462     179116        19
    34666     179116        19
    56557     210256        19
    39412     212806        19
   121278     174186        21
    60282     174186        21
   124076     198440        19
    63299     198440        19
     1259     119042        21
   163710     199482        19
    75614      78068        19
   134551     148462        21
    11887     148462        21
    28790     164213        19
   151693     166111        21
   166111     195550        21
   123214     166111        21
    29989     166111        21
   147512     150518        21
   170364     178767        20
   128376     170364        20
   116209     138214        23
    73231     116209        23
   100792     191029        23
    36495      81849        20
    36495     180123        20
    36495     207813        20
    19959      36495        20
     3237      81849        19
     3237     180123        19
     3237     207813        19
     3237      19959        19
   108372     121641        20
   121641     187104        19
   161630     199127        20
   161630     162377        20
   154721     161630        20
    26576      32597        21
    14804      69533        20
    69533     124538        19
    29816      69533        19
    77021     116519        21
   161583     171741        19
    20715     102558        20
    69486     138156        19
    55769     190109        19
      198     214584        19
   151902     219327        19
   121512     151902        19
    91615      91702        20
    91561      91615        19
   153106     192814        22
     8614     153106        22
   114378     127215        22
   104944     119590        21
     8079     122913        20
     8079      73854        20
   153955     162094        19
   162094     198202        19
    57742     162094        19
    13924     198949        19
    35812     191167        21
    35812     116713        19
    26770      35812        19
    20812     102010        20
    34252      76108        20
   190971     206286        21
    49017     206286        21
     6927     206286        21
     2139       3597        19
   156365     161318        20
   161318     204326        19
    43433     164972        19
     5688     187281        20
     5688     131721        20
     5688      28269        20
     5605     189520        21
    16150     163213        22
   154429     160084        32
    14212     198490        47
    10063     194233        35
    10063     150640        32
     4516     188278        36
   155080     199579        23
   155770     200443        33
    13449     153618        33
    13016     197270        19
   187417     195763        19
    11551     223660        20
     7658      45005        19
    66298     183475        20
   122068     214165        20
   119137     143524        20
      985     119137        20
    25714     143524        20
      985      25714        20
   165753     177912        20
      825      21225        19
    78973     191911        19
    31213     191911        19
   169680     196497        19
    25608      65469        20
     8169      65469        20
    13875      46350        20
   191001     198138        20
   116181     198138        20
    49062     198138        20
     6957     198138        20
   153906     191001        20
   116181     153906        20
    49062     153906        20
     6957     153906        20
   115644     191001        20
   115644     116181        20
    49062     115644        20
     6957     115644        20
   120594     187368        19
    45314     182549        19
    45314     144677        19
    22962     143694        20
     8125      35098        20
    33829     147427        23
     5854      33829        23
   103081     116611        19
    26668     103081        19
    61750     157606        20
   137689     212230        19
    72906     190707        19
    19182     137763        19
   149230     181342        19
    76034     113354        19
    51092     216287        20
     9191     162269        20
    26251     222265        19
    26251      42835        19
   182074     183682        19
   120697     187231        19
    43564     187231        19
    86871     171291        20
   136774     194764        20
   138706     184723        19
    48601     184723        19
    20872      35065        19
   170713     219709        19
   184639     212776        19
   121309     188008        20
    57507     181830        19
    40353     200643        19
    39523     164656        21
   134930     154391        23
   210958     211234        19
    33823      60862        19
    67148     185786        19
     1811      67148        19
     4987     146656        26
    31075     162331        19
    18562     170638        19
    13756     153802        23
   114602     208085        34
    50588     161351        19
   156268     197122        19
    12835     156268        19
    71760     135978        19
   127380     135978        19
    39798     135978        19
   102126     180951        19
    23166     102126        19
   157442     194111        20
   150578     209492        20
    40946     150578        20
    11710     127012        20
    11710      33229        20
    16826     207482        21
   166421     227420        21
   166421     170912        21
    82698      82809        20
    33330      89037        19
    33330     199767        19
    33330     109956        19
    33330     155283        19
    33330      53838        19
    15498      92652        19
     3640     217837        20
    52335     187722        19
     3981      52335        19
    14445     167628        19
    14445      22062        19
    87056     157706        21
    70873     160354        21
    66961      70873        21
   122774     161657        21
   176063     194498        19
   150929     176063        19
   135317     176063        19
    10445     122492        19
   141998     173573        19
    66068     173573        19
   132262     202348        19
   132262     184033        19
   128228     214091        19
   169511     201533        19
     1262     143711        19
   145955     187919        35
     5673      73839        20
   124611     219825        19
    40089     219825        19
     2172     219825        19
    30681     161958        23
   121509     219324        23
   101236     153226        19
    60663     202272        19
    47085     183972        19
    94916      95081        20
    60676     166984        19
   186783     191862        21
   169453     191122        19
   135461     206054        20
    21380     169826        20
     3598     164584        19
     1635     200319        19
    89874     164763        19
    35916      72618        19
    68121     186003        19
    68121     131220        19
   191770     194716        19
    10588     191770        19
    60529     149020        19
     7714      60529        19
   134335     146140        19
    99940     188092        19
    11166     141732        33
   124731     220848        21
   160023     215913        35
    25494     160023        33
     2841      50208        33
   163170     209322        19
   122058     179805        24
   152633     214676        19
    27787     168646        20
     6325      45007        19
    85332      99852        20
   122228     166661        19
    91868     166661        19
    72761     166661        19
    19442     166661        19
   136325     221876        19
    71442     173643        19
    71442     197013        19
    71442     109080        19
    12756      71442        19
   151191     196089        20
    36288     151191        20
    10045     208243        20
   141984     189978        20
    66054     189978        20
    23322     189978        20
    34032     203409        20
    80802      92922        20
    59744      79538        20
   139019     215426        20
    70969     200302        23
   117537     173361        20
   117537     207885        20
   114447     117537        20
    84474     203943        20
    55717     168964        19
   106002     192117        22
     8016      46923        22
    18006      28074        19
     3003     186873        36
   162438     225336        19
   162438     187740        19
   145722     162438        19
   178979     216485        19
    49367     181490        19
   109048     210205        19
    31576     109048        19
   165628     196981        19
   114785     223319        19
    11238     198768        19
   157177     176971        19
    37474     188776        20
   155509     181669        19
   155509     179608        19
    21571     155509        19
    92692     163381        19
   112844     155921        19
   103784     203591        19
   131101     172702        22
    40198     172702        22
   134846     167585        19
    21974     167585        19
   119848     198904        19
   119848     162049        19
   157300     177226        19
   140143     177226        19
    25648     226540        19
   111617     216983        20
   111617     139955        20
    25829     111617        20
    84332     216983        20
    84332     139955        20
    25829      84332        20
   204572     216143        19
   131690     216143        19
    28238     216143        19
     3419     216143        19
   188729     214886        20
   141911     214886        20
    30335     214886        20
    20189     188624        21
    20189     146549        21
    67130     184499        21
    74745     221421        21
   166545     210123        21
    27815     208955        19
   112568     131852        19
    52760     146891        22
   189098     191876        22
     5192     191876        22
    67662     197874        19
    67662     153642        19
    47876     215735        20
    47876     129389        20
    37637     148334        20
   170063     179900        21
    19628     166451        21
    95068     197626        19
    95068     153361        19
    26559     203721        19
   179491     199501        19
    68398     179491        19
   183271     202030        20
    63958     155002        19
    20960     178055        19
   120596     189443        19
     5540     120596        19
    51839     118190        19
     3193      18343        22
    47288     122981        21
     5729      47288        21
    35899     152566        19
    56743     224818        19
   184931     212309        20
      956     165542        20
     6116     176048        19
   220842     221226        19
   168405     220842        19
     8181      75630        19
    42017     111626        32
     3854     145562        34
   145562     201875        31
   111791     168221        34
    36239     123005        32
   152516     196517        33
    28082     160841        19
   111374     189551        32
    21707     186497        32
    10538     194666        46
   151124     194666        34
   142736     194666        32
   116438     193043        32
   154829     157712        52
    54194     185360       136
     1385      54194        76
    11345     151670        34
    15911     200174        19
   147134     163571        25
    68129     147134        25
    16061     155696        19
     1610     144056        19
     4829      67139        20
   153944     198191        34
     4472     188219        31
   145505     187478        35
     2978     186833        35
    10049      76043        20
    38054     216179        31
     3038     145097        31
   152162     196202        32
    31631     165698        46
   144716     182573        22
   152726     196712        31
    37894     199252        32
   154711     162367        33
     3469     204637        22
     3469     131755        22
     3469      28318        19
     6238     190294        32
     3544      28984        47
   190072     223747        36
   182806     227761        20
     9003     150120        21
   171909     217035        20
   139992     217035        20
   189416     202817        19
    52471      91468        19
    94246     124612        19
    40090      94246        19
     2173      94246        19
   117910     219205        19
   156903     197877        19
   153645     156903        19
    14802     124536        21
    14802      29814        21
    73144     111076        19
    37237      73144        19
    45373     111076        19
    37237      45373        19
    90745     195046        19
   136354     189529        20
   188608     196642        19
   146533     152671        19
    12472     146533        19
    63533     178256        19
    14789     148466        20
   122402     188438        19
     4661     175973        19
   147791     176300        19
   122729     223967        19
   116711     191165        21
    26768     191165        21
    73804     171154        20
   176389     216568        20
   122863     216568        20
    14415     154350        36
   117299     166583        19
    23375     166583        19
    80756     164867        19
   184855     202432        23
   148096     184855        23
   115501     184855        23
    67273     108433        19
     2969     227132        19
    77575      77917        19
   178738     225790        19
   178738     210019        19
   167851     178738        19
    94241     160727        20
    34931      94241        20
    94241     182255        19
    16970     117905        19
   104740     158665        19
   150697     197524        19
    17964     189354        20
    20424     164331        19
    54579     147159        20
    23020     159226        20
    17436     153480        23
    11828     124448        21
   140697     211347        23
    47460     211347        23
   218507     218660        20
   115845     192087        23
    18753     149319        23
    13234      13531        19
   104276     219821        22
   168483     222123        19
   116862     218622        19
    65152     221374        20
   108329     108728        19
   123845     186299        19
     5210     191315        21
   184696     192991        19
   101009     222707        19
   175347     206157        22
   138114     206157        22
    36078     206157        22
   144575     195152        19
   148616     189116        21
   146909     148616        21
   156872     162524        19
    25436     146792        19
    11909     152039        34
    27255     206979        19
   160640     224270        21
    34844     224270        21
   212789     220217        19
    64667     168170        19
    63778     100381        19
    12563     193109        23
    12563     150053        23
    12563     127892        23
    12563      16898        23
    56827     142465        21
    47728      56827        21
   184590     222441        20
   130671     141759        19
    21759     130671        19
    69729     141759        19
    21759      69729        19
   150023     224594        22
   182594     193064        22
   205469     207740        20
   180050     205469        20
    51668     121583        20
    19901      51668        20
   145075     184786        19
    13503     192828        19
    13503      59400        19
     8628      13503        19
      793     186871        19
    23477     141755        19
    21755      23477        19
    11189      77249        19
    88215     147795        19
   148432     192541        20
   109901     145220        20
   144796     144826        19
   171200     193646        23
    80018     106730        19
   116346     223815        19
   220647     223971        19
   151933     195973        24
   151933     214297        22
    11788     151933        20
    65214     185190        19
    27168     185190        19
    24847     163681        38
    91560      91701        20
    81489      81627        19
   127775     171215        21
    25256     218015        21
    56492     120029        19
     9461      29384        19
   156364     204325        20
   120460     221596        20
    50668      51502        19
    19063      50668        19
    51180     144411        21
      866     109007        20
      866      66368        20
     2028     193407        21
    52935     156900        19
    49942     207751        23
    49942     180061        23
    19912     126301        19
    49942     121594        19
    38174     155192        19
    76595     151916        19
   150639     194232        33
   181689     206679        19
   141588     181689        19
   113170     158590        19
   163138     209245        20
    13773     152346        19
     2185     125242        20
     2185      28150        20
   147128     150146        21
    28744     107326        23
    92419      92446        20
   100138     102811        19
   153819     196362        19
    90555     167598        19
   159873     176124        19
   202086     216276        19
   153834     178230        20
    60807     162258        19
    94613     103817        19
   126860     160223        19
    32390     160223        19
     4171      47476        21
   160622     208577        21
    34826     177479        21
    34826     133184        21
   207107     209708        19
   120698     166214        19
    43565     166214        19
    66914     176075        20
    66914     122504        20
   226412     227756        19
   121524     156840        20
    22061     167627        24
   125125     176167        19
   122596     125125        19
   106945     156550        19
    25517     146831        19
     5132     215936        19
     5132     198617        19
    62994     130329        23
    38301     185082        23
     3437     145223        34
   125476     203872        19
    42340     203872        19
   117772     118651        19
    58558     117772        19
    74689     117466        19
    11520     124683        20
    16613     202319        21
    15620      50729        21
    35516     211940        20
    35516     159824        20
   111605     196496        19
    41981     196496        19
    40379      58772        20
    31958      40379        20
    18220     219583        20
     2736      26622        19
    25154     178514        19
     6426     163533        22
   158691     175203        20
   119889     175203        20
    68961     191742        20
    33824      81992        20
    16114     188641        20
     4837      16114        20
    42883     196375        19
    25493     215912        34
   108146     130928        19
   106610     130928        19
    32804     189206        19
   195539     203186        19
    14315     160052        19
     2516     144728        19
    63449     168362        24
    53151     154347        20
    62509     100363        19
    28667     139667        20
    93290     128138        20
    30464     128138        20
   149539     198883        21
    26239     138973        20
    22672      26239        20
    59575     191965        20
    27830     115760        21
    27830      68726        21
    15215      27830        21
   152036     163223        19
   131867     199529        21
    71755     129229        19
    71755      77149        19
    20683      71755        19
   127375     129229        19
    77149     127375        19
    20683     127375        19
    39793     129229        19
    39793      77149        19
    20683      39793        19
     1968      51546        22
    51499     173026        21
    19060     173026        21
    63037      67513        19
    63037     192454        19
    41044      63037        19
     8269      63037        19
    49092     125502        19
    42366      49092        19
    46380     125502        19
    42366      46380        19
   145072     184573        20
   123483     137895        19
   144267     224835        19
    72875     176855        21
   117953     137732        21
    83452      83698        19
    62023     131011        19
    33139     158044        19
   159066     217887        19
    23772     217887        19
   167019     185817        19
    65556     167019        19
     1842     167019        19
   128438     141317        20
   121990     213484        20
    40394      72977        22
   121305     159414        19
     4633     113503        22
     4633      48358        21
     4633     146425        20
    12070     175408        21
   101908     128809        19
    55801     173791        19
    55801     132853        19
    21253      55801        19
    77548     128068        19
   168511     195241        21
    68524     195241        20
    32859     116151        19
    32859      49032        19
    32859      46320        19
   146435     209663        20
   117371     209663        19
    45032     198377        20
    14099      45032        20
    27340     158497        19
    46282     157549        21
    13193     142145        19
    13193      65597        19
   144497     216200        19
   186149     216200        19
    38888     216200        19
   144497     181190        19
   181190     186149        19
    38888     181190        19
     2228      38075        19
   182642     210788        20
    17321     224642        20
   119185     217504        19
   119185     163294        19
    56755      89443        21
    54643     215056        32
    84325     111610        33
    41986      84325        19
    68128     163570        47
    45823     136690        47
     2827     144892        22
   147547     189952        32
   193939     204463        20
     9856     204463        20
   145681     187714        20
     7903     192004        32
   144535     186229        21
     7678     148954        36
    23760     159054        33
    44757     118743        19
   124254     185937        33
   144372     185937        22
   165344     187358        23
    33859     164290        20
     7212      38493        19
    20658     108144        19
    20658     106608        19
   111786     148542        19
   102576     149661        19
   112859     148448        20
    89999     191060        19
    69440     191060        19
   168196     226465        21
   125635     168196        21
    36898     220243        21
    49617     148668        23
    74670     180687        19
   125457     180687        19
    42321     180687        19
     4656     157908        20
    78909     188433        20
     5205      67848        21
   206780     219572        19
   115319     133649        20
   134976     145554        19
     2481      48150        21
    55920     205293        19
     4080     205293        19
    55920     178869        19
     4080     178869        19
   128463     187854        19
    44431     134800        19
     6781     134800        19
    21928      44431        19
     6781      21928        19
   174534     200136        19
   109643     210755        20
    56786     210755        20
    41804     210755        20
    13250     197204        20
   193989     203403        20
    10455     170046        19
   126689     194930        19
   126689     204002        19
   126689     177866        19
    10817     126689        19
    43163     194930        19
    43163     204002        19
    43163     177866        19
    10817      43163        19
    52559     115289        19
   102545     214571        20
   112175     133097        22
    20330     133097        22
    33653     112175        22
    20330      33653        22
   192781     202810        19
    39537     125484        19
   110971     227191        20
    18442      37132        20
     2242     170722        20
   137851     193621        19
    19141     167527        19
   177645     188379        19
     4617     177645        19
    83895     186402        19
    39900      83895        19
   182898     224988        19
   119580     224988        19
   161601     212661        20
    69504     172587        20
   124667     171014        20
   130759     131149        19
    40246     130759        19
   149837     150083        19
   151158     189243        21
   147036     194835        21
   132935     134705        19
    45173     134705        19
    10979     185246        20
    14619     167394        20
     9432      51954        21
    61299     123870        21
   151482     227667        21
     9164     194900        19
   136606     148552        19
    89501     178271        19
    46823     100394        19
   160725     182253        21
    34929     182253        21
    35108     175361        21
    60831     176298        20
   122727     202110        20
    21467      66539        21
    21467      29591        21
   140240     203606        21
    82556     155936        21
     8450      93362        19
   184902     186768        20
   143481     186768        20
    42528     186768        20
   124725     144945        20
   112988     209855        19
    10664     164387        19
   123153     199137        19
    40053     199137        19
   176940     227433        19
    16839     176940        19
   127506     203895        19
     3851     201872        34
    74435     201872        20
    18113     201872        20
   187577     201872        19
    77141      99443        19
     5750     189623        64
    60101     182006        19
     5005     146689        20
    54550     128041        19
   193039     224821        19
     7228      81754        19
     8821     167005        19
   150682     195868        19
    64330     150682        19
   148688     163727        20
      170      10637        21
    50811     126609        21
    50811      92523        21
    43083     132228        21
    24537      43083        21
    18543      36357        21
    30072     146019        22
   109449     187971        22
    61686     187971        22
    74667     140457        20
   125454     140457        20
    42318     140457        20
     4628     145394        19
     4628     187382        19
     4628     180413        19
     4628      64166        19
    75476      75560        21
   118310     147542        19
    56198     147542        19
    43235     147542        19
   129217     218383        19
    20671     218383        19
   129217     207328        19
    20671     207328        19
    32875     118309        19
    32875      56197        19
    32875      43234        19
    77137     169108        19
    77137     133792        19
    32188      77137        19
    15240     169734        20
     3964       4627        19
    51840     213534        19
    51840     163935        19
    20961     124944        19
   152644     225595        19
    12445     225595        19
    58848     211014        19
    64266      64623        19
    11607     212757        19
   211071     225360        21
   105503     111137        20
    37313     159914        20
   117523     180733        20
   104377     104764        20
   218160     221112        21
   150882     221112        21
    10410     221112        21
   164520     194463        21
   140458     172060        21
    74668     172060        19
   125455     172060        19
    42319     172060        19
   104460     225531        21
    11130     139386        20
   148582     174949        21
     7237     174949        21
   186124     211048        19
     2203     179311        19
   160080     198783        21
    12933     114903        22
    49497     124374        22
    51720     139722        19
    25089     206037        21
